Sentence #,Word,POS,NER_Tag,RefExp_Tag
Sentence: 1973,so,ADV,O,O
,show,VERB,O,O
,me,PRON,O,O
,the,DET,O,O
,time,NOUN,B-time,O
,,PUNCT,O,O
,where,ADV,O,O
,the,DET,O,O
,most,ADJ,O,O
,legal,PROPN,B-crime,O
,offence,PROPN,I-crime,O
,have,AUX,O,O
,come,VERB,O,O
,to,ADP,O,O
,restaurant,NOUN,B-location,O
,.,PUNCT,O,O
Sentence: 1974,why,ADV,O,O
,do,AUX,O,O
,you,PRON,O,O
,want,VERB,O,O
,to,PART,O,O
,answer,VERB,O,O
,?,PUNCT,O,O
Sentence: 1975,yes,INTJ,O,O
,,PUNCT,O,O
,i,PRON,O,O
,will,VERB,O,O
,think,VERB,O,O
,very,ADV,O,O
,well,ADV,O,O
,.,PUNCT,O,O
Sentence: 1976,i,PRON,O,O
,believe,VERB,O,O
,residential,ADJ,B-location,O
,are,AUX,O,O
,in,ADP,O,O
,the,DET,O,O
,session,NOUN,O,O
,from,ADP,O,O
,several,ADJ,O,O
,year,NOUN,B-year,O
,and,CCONJ,O,O
,then,ADV,O,O
,vacant,PROPN,B-location,O
,land,PROPN,I-location,O
,are,AUX,O,O
,released,VERB,O,O
,.,PUNCT,O,O
Sentence: 1977,and,CCONJ,O,O
,i,PRON,O,O
,am,AUX,O,O
,wondering,VERB,O,O
,if,SCONJ,O,O
,the,DET,O,O
,criminal,NOUN,B-crime,O
,offence,NOUN,I-crime,O
,changes,VERB,O,O
,around,ADP,O,O
,elevated,PROPN,B-location,O
,train,PROPN,I-location,O
,in,ADP,O,O
,session,NOUN,B-month,O
,month,NOUN,I-month,O
,commercial,NOUN,B-location,O
,vehicle,NOUN,I-location,O
,school,NOUN,I-location,O
,in,ADP,O,O
,the,DET,O,O
,session,NOUN,O,O
,criminal,ADJ,B-crime,O
,year,NOUN,B-year,O
,and,CCONJ,O,O
,the,PROPN,B-location,O
,school,PROPN,I-location,O
,is,AUX,O,O
,different,ADJ,O,O
,in,ADP,O,O
,session,NOUN,O,O
,,PUNCT,O,O
,and,CCONJ,O,O
,when,ADV,O,O
,school,NOUN,B-location,O
,is,AUX,O,O
,in,ADP,O,O
,session,NOUN,O,O
,.,PUNCT,O,O
Sentence: 1978,a,DET,O,O
,illegal,PROPN,B-crime,O
,action,PROPN,I-crime,O
,and,CCONJ,O,O
,the,DET,O,O
,day,NOUN,B-day,O
,looks,VERB,O,O
,like,SCONJ,O,O
,a,DET,O,O
,month,NOUN,B-month,O
,.,PUNCT,O,O
Sentence: 1979,oh,INTJ,O,O
,,PUNCT,O,O
,that,DET,O,O
,is,AUX,O,O
,much,ADV,O,O
,more,ADV,O,O
,helpful,ADJ,O,O
,.,PUNCT,O,O
Sentence: 1980,it,PRON,O,O
,is,AUX,O,O
,interesting,ADJ,O,O
,.,PUNCT,O,O
Sentence: 1981,so,CCONJ,O,O
,there,PRON,O,O
,is,AUX,O,O
,no,DET,O,O
,age,NOUN,O,O
,in,ADP,O,O
,my,DET,O,O
,age,NOUN,O,O
,.,PUNCT,O,O
Sentence: 1982,it,PRON,O,O
,is,AUX,O,O
,okay,ADJ,O,O
,.,PUNCT,O,O
Sentence: 1983,the,DET,O,O
,biggest,ADJ,O,O
,crime,NOUN,B-crime,O
,burglary,NOUN,I-crime,O
,are,AUX,O,O
,stalking,VERB,O,O
,.,PUNCT,O,O
Sentence: 1984,and,CCONJ,O,O
,it,PRON,O,O
,seems,VERB,O,O
,to,PART,O,O
,be,AUX,O,O
,mature,ADJ,O,O
,during,ADP,O,O
,july,PROPN,B-month,O
,and,CCONJ,O,O
,august,PROPN,B-month,O
,.,PUNCT,O,O
Sentence: 1985,and,CCONJ,O,O
,a,DET,O,O
,little,ADJ,O,O
,bit,NOUN,O,O
,of,ADP,O,O
,a,DET,O,O
,spark,NOUN,O,O
,in,ADP,O,O
,january,PROPN,B-month,O
,.,PUNCT,O,O
Sentence: 1986,i,PRON,O,O
,guess,VERB,O,O
,you,PRON,O,O
,are,AUX,O,O
,in,ADP,O,O
,january,PROPN,B-month,O
,in,ADP,O,O
,january,PROPN,B-month,O
,.,PUNCT,O,O
Sentence: 1987,is,AUX,O,O
,there,PRON,O,O
,a,DET,O,O
,point,NOUN,O,O
,in,ADP,O,O
,june,PROPN,B-month,O
,to,ADP,O,O
,september,PROPN,B-month,O
,,PUNCT,O,O
,and,CCONJ,O,O
,where,ADV,O,O
,it,PRON,O,O
,is,AUX,O,O
,going,VERB,O,O
,on,ADP,O,O
,?,PUNCT,O,O
