Sentence #,Word,POS,NER_Tag,RefExp_Tag
Sentence: 8662,so,CCONJ,O,O
,i,PRON,O,O
,like,VERB,O,O
,a,DET,O,O
,map,NOUN,O,O
,or,CCONJ,O,O
,what,PRON,O,O
,?,PUNCT,O,O
Sentence: 8663,can,VERB,O,O
,we,PRON,O,O
,see,VERB,O,O
,the,DET,O,O
,map,NOUN,O,O
,?,PUNCT,O,O
Sentence: 8664,let,VERB,O,O
,us,PRON,O,O
,see,VERB,O,O
,.,PUNCT,O,O
Sentence: 8665,so,CCONJ,O,O
,if,SCONJ,O,O
,you,PRON,O,O
,find,VERB,O,O
,the,DET,O,O
,map,NOUN,O,O
,as,ADV,O,O
,soon,ADV,O,O
,as,SCONJ,O,O
,everything,PRON,O,O
,is,AUX,O,O
,hidden,VERB,O,O
,and,CCONJ,O,O
,loaded,VERB,O,O
,with,ADP,O,O
,all,DET,O,O
,the,DET,O,O
,data,NOUN,O,O
,?,PUNCT,O,O
Sentence: 8666,so,CCONJ,O,O
,we,PRON,O,O
,mean,VERB,O,O
,overall,ADV,O,O
,together,ADV,O,O
,to,PART,O,O
,take,VERB,O,O
,care,NOUN,O,O
,of,ADP,O,O
,what,PRON,O,O
,we,PRON,O,O
,are,AUX,O,O
,working,VERB,O,O
,with,ADP,O,O
,?,PUNCT,O,O
Sentence: 8667,so,CCONJ,O,O
,let,VERB,O,O
,us,PRON,O,O
,see,VERB,O,O
,i,PRON,O,O
,do,AUX,O,O
,not,PART,O,O
,know,VERB,O,O
,what,PRON,O,O
,the,DET,O,O
,frames,NOUN,O,O
,are,AUX,O,O
,,PUNCT,O,O
,but,CCONJ,O,O
,when,ADV,O,O
,we,PRON,O,O
,have,AUX,O,O
,this,DET,O,O
,being,AUX,O,O
,some,DET,O,O
,day,NOUN,B-day,O
,,PUNCT,O,O
,maybe,ADV,O,O
,if,SCONJ,O,O
,we,PRON,O,O
,can,VERB,O,O
,see,VERB,O,O
,some,DET,O,O
,month,NOUN,B-month,O
,or,CCONJ,O,O
,something,PRON,O,O
,?,PUNCT,O,O
