Sentence #,Word,POS,NER_Tag,RefExp_Tag
Sentence: 12290,what,PRON,O,O
,cta,PROPN,B-location,O
,bus,PROPN,I-location,O
,should,VERB,O,O
,i,PRON,O,O
,avoid,VERB,O,O
,by,ADP,O,O
,10,NUM,B-time,O
,pm,NUM,I-time,O
,on,ADP,O,O
,friday,NOUN,B-unk,O
,night,NOUN,I-unk,O
,?,PUNCT,O,O
Sentence: 12291,i,PRON,O,O
,think,VERB,O,O
,River,PROPN,B-neighborhood,O
,North,PROPN,I-neighborhood,O
,is,AUX,O,O
,the,DET,O,O
,park,NOUN,B-location,O
,where,ADV,O,O
,i,PRON,O,O
,would,VERB,O,O
,not,PART,O,O
,want,VERB,O,O
,to,PART,O,O
,go,VERB,O,O
,to,ADP,O,O
,4,NUM,B-time,O
,pm,NUM,I-time,O
,just,ADV,O,O
,because,SCONJ,O,O
,of,ADP,O,O
,the,DET,O,O
,overall,ADJ,O,O
,number,NOUN,O,O
,of,ADP,O,O
,crimes,NOUN,O,O
,.,PUNCT,O,O
Sentence: 12292,ok,INTJ,O,O
,many,ADJ,O,O
,illegal,NUM,B-crime,O
,activity,NUM,I-crime,O
,.,PUNCT,O,O
Sentence: 12293,now,ADV,O,O
,you,PRON,O,O
,see,VERB,O,O
,the,DET,O,O
,map,NOUN,O,O
,is,AUX,O,O
,a,DET,O,O
,little,ADJ,O,O
,busy,ADJ,O,O
,,PUNCT,O,O
,is,AUX,O,O
,it,PRON,O,O
,possible,ADJ,O,O
,to,PART,O,O
,see,VERB,O,O
,the,DET,O,O
,number,NOUN,O,O
,of,ADP,O,O
,all,DET,O,O
,figures,NOUN,O,O
,at,ADP,O,O
,the,DET,O,O
,entire,ADJ,O,O
,breaking,PROPN,B-crime,O
,the,PROPN,I-crime,O
,law,PROPN,I-crime,O
,?,PUNCT,O,O
Sentence: 12294,can,VERB,O,O
,you,PRON,O,O
,see,VERB,O,O
,commercial,PROPN,B-location,O
,vehicle,PROPN,I-location,O
,with,ADP,O,O
,more,ADJ,O,O
,than,SCONJ,O,O
,50,NUM,O,O
,illegal,PROPN,B-crime,O
,offence,PROPN,I-crime,O
,?,PUNCT,O,O
Sentence: 12295,looks,VERB,O,O
,like,SCONJ,O,O
,it,PRON,O,O
,seems,VERB,O,O
,like,SCONJ,O,O
,the,DET,O,O
,elevated,PROPN,B-location,O
,train,PROPN,I-location,O
,on,ADP,O,O
,which,DET,O,O
,the,DET,O,O
,street,NOUN,B-location,O
,is,AUX,O,O
,running,VERB,O,O
,parallel,ADV,O,O
,to,ADP,O,O
,michigan,PROPN,O,O
,and,CCONJ,O,O
,i,PRON,O,O
,have,AUX,O,O
,no,DET,O,O
,idea,NOUN,O,O
,i,PRON,O,O
,can,VERB,O,O
,not,PART,O,O
,see,VERB,O,O
,.,PUNCT,O,O
Sentence: 12296,can,VERB,O,O
,you,PRON,O,O
,move,VERB,O,O
,him,PRON,O,O
,to,ADP,O,O
,the,DET,O,O
,left,NOUN,O,O
,?,PUNCT,O,O
Sentence: 12297,the,DET,O,O
,non,PROPN,B-location,O
,residential,PROPN,I-location,O
,was,AUX,O,O
,it,PRON,O,O
,,PUNCT,O,O
,i,PRON,O,O
,would,VERB,O,O
,be,AUX,O,O
,avoiding,VERB,O,O
,for,ADP,O,O
,a,DET,O,O
,department,NOUN,B-location,O
,store,NOUN,I-location,O
,for,ADP,O,O
,a,DET,O,O
,vacant,NOUN,B-location,O
,land,NOUN,I-location,O
,at,ADP,O,O
,night,NOUN,O,O
,.,PUNCT,O,O
Sentence: 12298,can,VERB,O,O
,i,PRON,O,O
,cancel,VERB,O,O
,a,DET,O,O
,number,NOUN,O,O
,of,ADP,O,O
,alcohol,NOUN,B-crime,O
,intoxication,NOUN,I-crime,O
,in,ADP,O,O
,the,DET,O,O
,Near,NOUN,B-neighborhood,O
,West,NOUN,I-neighborhood,O
,Side,NOUN,I-neighborhood,O
,for,ADP,O,O
,only,ADV,O,O
,4,NUM,O,O
,weeks,NOUN,O,O
,?,PUNCT,O,O
Sentence: 12299,cool,INTJ,O,O
,,PUNCT,O,O
,this,DET,O,O
,is,AUX,O,O
,for,ADP,O,O
,a,DET,O,O
,time,NOUN,B-time,O
,on,ADP,O,O
,december,PROPN,B-month,O
,20,NUM,O,O
,to,ADP,O,O
,december,PROPN,B-month,O
,20,NUM,O,O
,,PUNCT,O,O
,so,CCONJ,O,O
,criminal,X,B-crime,O
,abortion,X,I-crime,O
,is,AUX,O,O
,the,DET,O,O
,most,ADV,O,O
,natural,ADJ,O,O
,legal,PUNCT,B-crime,O
,crime,PUNCT,I-crime,O
,in,ADP,O,O
,the,DET,O,O
,world,NOUN,O,O
,is,AUX,O,O
,that,SCONJ,O,O
,i,PRON,O,O
,can,VERB,O,O
,see,VERB,O,O
,you,PRON,O,O
,.,PUNCT,O,O
Sentence: 12300,can,VERB,O,O
,i,PRON,O,O
,see,VERB,O,O
,labels,NOUN,O,O
,on,ADP,O,O
,data,NOUN,O,O
,?,PUNCT,O,O
Sentence: 12301,interesting,ADJ,O,O
,three,NUM,O,O
,burglary,NOUN,B-crime,O
,three,NUM,O,O
,infraction,NOUN,B-crime,O
,charges,NOUN,I-crime,O
,in,ADP,O,O
,order,NOUN,O,O
,to,ADP,O,O
,stalking,VERB,O,O
