Sentence #,Word,POS,NER_Tag,RefExp_Tag
Sentence: 34,So,CCONJ,O,O
,can,VERB,O,O
,I,PRON,O,O
,see,VERB,O,O
,the,DET,O,O
,visualization,NOUN,B-visualization,O
,for,ADP,O,O
,crime,NOUN,B-crime,O
,in,ADP,O,O
,the,DET,O,O
,Chicago,NOUN,B-unk,O
,neighborhoods,NOUN,I-unk,O
,like,SCONJ,O,O
,the,DET,O,O
,overall,ADJ,O,O
,crime,NOUN,B-crime,O
,?,PUNCT,O,O
Sentence: 35,crime,NOUN,B-crime,O
,I,PRON,O,O
,mean,VERB,O,O
,.,PUNCT,O,O
Sentence: 36,yes,INTJ,O,O
,so,ADV,O,O
,can,VERB,O,O
,you,PRON,O,O
,show,VERB,O,O
,me,PRON,O,O
,any,DET,O,B-ref
,graph,NOUN,O,I-ref
,or,CCONJ,O,I-ref
,visualization,NOUN,B-visualization,I-ref
,?,PUNCT,O,O
Sentence: 37,ok,INTJ,O,O
,can,VERB,O,O
,you,PRON,O,O
,show,VERB,O,O
,me,PRON,O,O
,burglary,NOUN,B-crime,O
,I,PRON,O,O
,mean,VERB,O,O
,ok,INTJ,O,O
,.,PUNCT,O,O
Sentence: 38,Here,ADV,O,O
,crime,NOUN,B-crime,O
,frequency,NOUN,I-crime,O
,.,PUNCT,O,O
Sentence: 39,Can,VERB,O,O
,you,PRON,O,O
,widen,VERB,O,O
,it,PRON,O,B-ref
,?,PUNCT,O,O
,I,PRON,O,O
,mean,VERB,O,O
,.,PUNCT,O,O
,horizontally,ADV,O,O
,I,PRON,O,O
,mean,VERB,O,O
,the,DET,O,O
,x-axis,NOUN,O,O
,?,PUNCT,O,O
Sentence: 40,So,ADV,O,O
,this,DET,O,B-ref
,is,AUX,O,O
,specifically,ADV,O,O
,for,ADP,O,O
,four,NUM,O,O
,neighborhoods,NOUN,B-neighborhood,O
,and,CCONJ,O,O
,crime,NOUN,B-crime,O
,is,AUX,O,O
,from,ADP,O,O
,2010,NUM,B-year,O
,till,SCONJ,O,O
,14,NUM,O,O
,.,PUNCT,O,O
Sentence: 41,And,CCONJ,O,O
,can,VERB,O,O
,you,PRON,O,O
,show,VERB,O,O
,me,PRON,O,O
,the,DET,O,O
,distribution,NOUN,B-crime,O
,of,NOUN,I-crime,O
,crimes,NOUN,I-crime,O
,with,ADP,O,O
,respect,NOUN,O,O
,to,ADP,O,O
,the,DET,O,O
,crime,NOUN,B-crime,O
,types,NOUN,I-crime,O
,?,PUNCT,O,O
Sentence: 42,So,ADV,O,O
,in,ADP,O,O
,this,DET,O,B-ref
,case,NOUN,O,I-ref
,River,NOUN,B-neighborhood,O
,North,NOUN,I-neighborhood,O
,has,AUX,O,O
,the,DET,O,O
,maximum,ADJ,O,O
,crime,NOUN,B-crime,O
,reported,VERB,O,O
,.,PUNCT,O,O
Sentence: 43,After,ADP,O,O
,that,DET,O,O
,it,PRON,O,O
,is,AUX,O,O
,Near,PROPN,B-neighborhood,O
,West,PROPN,I-neighborhood,O
,and,CCONJ,O,O
,UIC,PROPN,B-neighborhood,O
,and,CCONJ,O,O
,Loop,PROPN,B-neighborhood,O
,seems,VERB,O,O
,to,PART,O,O
,be,AUX,O,O
,the,DET,O,O
,safest,ADJ,O,O
,out,SCONJ,O,O
,of,ADP,O,O
,these,DET,O,O
,four,NUM,O,O
,.,PUNCT,O,O
Sentence: 44,So,CCONJ,O,O
,can,VERB,O,O
,you,PRON,O,O
,show,VERB,O,O
,me,PRON,O,O
,the,DET,O,O
,crime,NOUN,B-crime,O
,distribution,NOUN,I-crime,O
,in,ADP,O,O
,River,PROPN,B-neighborhood,O
,North,PROPN,I-neighborhood,O
,?,PUNCT,O,O
Sentence: 45,it,PRON,O,O
,is,AUX,O,O
,processing,VERB,O,O
,.,PUNCT,O,O
Sentence: 46,it,PRON,O,O
,seems,VERB,O,O
,that,SCONJ,O,O
,the,DET,O,O
,crime,NOUN,B-crime,O
,distribution,NOUN,I-crime,O
,is,AUX,O,O
,for,ADP,O,O
,all,DET,O,O
,the,DET,O,O
,neighborhoods,NOUN,B-neighborhood,O
,but,CCONJ,O,O
,I,PRON,O,O
,would,VERB,O,O
,like,VERB,O,O
,to,PART,O,O
,see,VERB,O,O
,the,DET,O,O
,crime,NOUN,B-crime,O
,distribution,NOUN,I-crime,O
,specifically,ADV,O,O
,for,ADP,O,O
,River,PROPN,B-neighborhood,O
,North,PROPN,I-neighborhood,O
,.,PUNCT,O,O
Sentence: 47,The,DET,O,O
,same,ADJ,O,O
,pattern,NOUN,O,O
,we,PRON,O,O
,can,VERB,O,O
,see,VERB,O,O
,in,ADP,O,O
,River,NOUN,B-neighborhood,O
,North,NOUN,I-neighborhood,O
,but,CCONJ,O,O
,.,PUNCT,O,O
Sentence: 48,can,VERB,O,O
,you,PRON,O,O
,show,VERB,O,O
,only,ADV,O,B-ref
,the,DET,O,I-ref
,bar,PROPN,B-visualization,I-ref
,graph,PROPN,I-visualization,I-ref
,or,CCONJ,O,O
,do,AUX,O,O
,you,PRON,O,O
,have,AUX,O,O
,some,DET,O,O
,any,DET,O,O
,other,ADJ,O,O
,way,NOUN,O,O
,of,ADP,O,O
,visualizing,VERB,O,O
,the,DET,O,B-ref
,same,ADJ,O,I-ref
,?,PUNCT,O,O
Sentence: 49,So,ADV,O,O
,here,ADV,O,O
,in,ADP,O,O
,this,DET,O,B-ref
,graph,NOUN,O,I-ref
,I,PRON,O,O
,mean,VERB,O,O
,sorry,NOUN,B-unk,O
,station,NOUN,I-unk,O
,in,ADP,O,O
,River,NOUN,B-neighborhood,O
,North,NOUN,I-neighborhood,O
,theft,NOUN,I-neighborhood,O
,seems,VERB,O,O
,to,PART,O,O
,cover,VERB,O,O
,the,DET,O,O
,larger,ADJ,O,O
,area,NOUN,O,O
,so,ADV,O,O
,it,PRON,O,O
,corresponds,VERB,O,O
,to,ADP,O,O
,the,DET,O,O
,same,ADJ,O,O
,thing,NOUN,O,O
,so,ADV,O,O
,.,PUNCT,O,O
Sentence: 50,Ok,INTJ,O,O
,in,ADP,O,O
,UIC,PROPN,B-neighborhood,O
,its,DET,O,O
,also,ADJ,O,O
,theft,NOUN,B-crime,O
,in,ADP,O,O
,Loop,ADV,B-neighborhood,O
,ok,ADV,I-neighborhood,O
,.,PUNCT,O,O
Sentence: 51,And,CCONJ,O,O
,the,DET,O,O
,next,ADJ,O,O
