Sentence #,Word,POS,NER_Tag,RefExp_Tag
Sentence: 6201,but,CCONJ,O,O
,i,PRON,O,O
,think,VERB,O,O
,i,PRON,O,O
,am,AUX,O,O
,interested,ADJ,O,O
,in,ADP,O,O
,the,DET,O,O
,commercial,NOUN,B-location,O
,if,SCONJ,O,O
,i,PRON,O,O
,walk,VERB,O,O
,when,ADV,O,O
,i,PRON,O,O
,walk,VERB,O,O
,toward,ADP,O,O
,the,DET,O,O
,retail,NOUN,B-location,O
,store,NOUN,I-location,O
,,PUNCT,O,O
,if,SCONJ,O,O
,i,PRON,O,O
,walked,VERB,O,O
,to,ADP,O,O
,gas,PROPN,B-location,O
,station,PROPN,I-location,O
,would,VERB,O,O
,there,PRON,O,O
,were,AUX,O,O
,all,DET,O,O
,sorts,NOUN,O,O
,of,ADP,O,O
,areas,NOUN,O,O
,that,DET,O,O
,have,AUX,O,O
,some,DET,O,O
,of,ADP,O,O
,the,DET,O,O
,most,ADV,O,O
,dangerous,ADJ,O,O
,theft,NOUN,B-crime,O
,,PUNCT,O,O
,or,CCONJ,O,O
,he,PRON,O,O
,might,VERB,O,O
,be,AUX,O,O
,on,ADP,O,O
,trial,NOUN,O,O
,or,CCONJ,O,O
,sort,NOUN,O,O
,of,ADP,O,O
,thing,NOUN,O,O
,.,PUNCT,O,O
Sentence: 6202,yes,INTJ,O,O
,,PUNCT,O,O
,i,PRON,O,O
,did,AUX,O,O
,.,PUNCT,O,O
Sentence: 6203,ok,INTJ,O,O
,,PUNCT,O,O
,i,PRON,O,O
,will,VERB,O,O
,take,VERB,O,O
,all,DET,O,O
,the,DET,O,O
,illegal,PROPN,B-crime,O
,offence,PROPN,I-crime,O
,and,CCONJ,O,O
,narcotics,NOUN,B-crime,O
,,PUNCT,O,O
,and,CCONJ,O,O
,you,PRON,O,O
,will,VERB,O,O
,attack,VERB,O,O
,the,DET,O,O
,assault,NOUN,B-crime,O
,.,PUNCT,O,O
Sentence: 6204,the,DET,O,O
,obscenity,NOUN,B-crime,O
,seems,VERB,O,O
,high,ADJ,O,O
,there,ADV,O,O
,.,PUNCT,O,O
Sentence: 6205,so,ADV,O,O
,i,PRON,O,O
,wonder,VERB,O,O
,why,ADV,O,O
,the,DET,O,O
,neck,NOUN,B-neighborhood,O
,of,NOUN,I-neighborhood,O
,the,NOUN,I-neighborhood,O
,wood,NOUN,I-neighborhood,O
,is,AUX,O,O
,adjacent,ADJ,O,O
,to,ADP,O,O
,the,DET,O,O
