Sentence #,Word,POS,NER_Tag,RefExp_Tag
Sentence: 5875,show,VERB,O,O
,me,PRON,O,O
,the,DET,O,O
,day,NOUN,B-day,O
,of,ADP,O,O
,the,DET,O,O
,world,NOUN,O,O
,,PUNCT,O,O
,where,ADV,O,O
,the,DET,O,O
,most,ADJ,O,O
,unlawfulness,NOUN,B-crime,O
,occur,VERB,O,O
,around,ADP,O,O
,construction,ADJ,B-location,O
,site,ADJ,I-location,O
,.,PUNCT,O,O
Sentence: 5876,what,PRON,O,O
,do,AUX,O,O
,you,PRON,O,O
,want,VERB,O,O
,to,PART,O,O
,answer,VERB,O,O
,?,PUNCT,O,O
Sentence: 5877,yeah,INTJ,O,O
,,PUNCT,O,O
,i,PRON,O,O
,will,VERB,O,O
,think,VERB,O,O
,about,ADP,O,O
,it,PRON,O,O
,.,PUNCT,O,O
Sentence: 5878,i,PRON,O,O
,think,VERB,O,O
,grocery,PROPN,B-location,O
,store,PROPN,I-location,O
,are,AUX,O,O
,on,ADP,O,O
,a,DET,O,O
,certain,ADJ,O,O
,course,NOUN,O,O
,for,ADP,O,O
,time,NOUN,B-time,O
,,PUNCT,O,O
,and,CCONJ,O,O
,business,NOUN,B-location,O
,office,NOUN,I-location,O
,are,AUX,O,O
,out,SCONJ,O,O
,of,ADP,O,O
,session,NOUN,O,O
,for,ADP,O,O
,some,DET,O,O
,months,NOUN,B-month,O
,.,PUNCT,O,O
Sentence: 5879,and,CCONJ,O,O
,i,PRON,O,O
,am,AUX,O,O
,wondering,VERB,O,O
,if,SCONJ,O,O
,the,DET,O,O
,offence,NOUN,B-crime,O
,changes,VERB,O,O
,around,ADP,O,O
,waterfront,NOUN,B-location,O
,in,ADP,O,O
,session,NOUN,B-month,O
,month,NOUN,I-month,O
,abandoned,NOUN,B-location,O
,building,NOUN,I-location,O
,school,NOUN,I-location,O
,in,ADP,O,O
,the,DET,O,O
,session,NOUN,O,O
,criminal,ADJ,B-crime,O
,year,NOUN,B-year,O
,and,CCONJ,O,O
,the,PROPN,B-location,O
,school,PROPN,I-location,O
,is,AUX,O,O
,different,ADJ,O,O
,in,ADP,O,O
,session,NOUN,O,O
,,PUNCT,O,O
,and,CCONJ,O,O
,when,ADV,O,O
,school,NOUN,B-location,O
,is,AUX,O,O
,in,ADP,O,O
,session,NOUN,O,O
,.,PUNCT,O,O
Sentence: 5880,the,DET,O,O
,gangster,NOUN,B-crime,O
,is,AUX,O,O
,the,DET,O,O
,same,ADJ,O,O
,day,NOUN,B-day,O
,.,PUNCT,O,O
Sentence: 5881,maybe,ADV,O,O
,much,ADV,O,O
,more,ADV,O,O
,useful,ADJ,O,O
,.,PUNCT,O,O
Sentence: 5882,okay,INTJ,O,O
,,PUNCT,O,O
,this,DET,O,O
,is,AUX,O,O
,good,ADJ,O,O
,.,PUNCT,O,O
