Sentence #,Word,POS,NER_Tag,RefExp_Tag
Sentence: 12858,will,VERB,O,O
,i,PRON,O,O
,have,AUX,O,O
,the,DET,O,O
,four,NUM,O,O
,jail,NOUN,B-location,O
,?,PUNCT,O,O
Sentence: 12859,four,NUM,O,O
,place,NOUN,B-location,O
,of,NOUN,I-location,O
,worship,NOUN,I-location,O
,.,PUNCT,O,O
Sentence: 12860,what,DET,O,O
,size,NOUN,O,O
,is,AUX,O,O
,four,NUM,O,O
,garage,NOUN,B-location,O
,?,PUNCT,O,O
Sentence: 12861,can,VERB,O,O
,you,PRON,O,O
,like,VERB,O,O
,us,PRON,O,O
,to,PART,O,O
,like,VERB,O,O
,each,DET,O,O
,urban,PROPN,B-neighborhood,O
,neighborhood,PROPN,I-neighborhood,O
,?,PUNCT,O,O
Sentence: 12862,i,PRON,O,O
,am,AUX,O,O
,sorry,ADJ,O,O
,about,ADP,O,O
,how,ADV,O,O
,much,ADJ,O,O
,of,ADP,O,O
,these,DET,O,O
,criminal,SYM,B-crime,O
,offender,SYM,I-crime,O
,happen,VERB,O,O
,.,PUNCT,O,O
Sentence: 12863,is,AUX,O,O
,this,DET,O,O
,a,DET,O,O
,criminally,ADV,B-crime,O
,for,ADP,O,O
,month,NOUN,B-month,O
,?,PUNCT,O,O
Sentence: 12864,can,VERB,O,O
,you,PRON,O,O
,show,VERB,O,O
,me,PRON,O,O
,the,DET,O,O
,railway,PROPN,B-location,O
,platform,PROPN,I-location,O
,?,PUNCT,O,O
Sentence: 12865,i,PRON,O,O
,am,AUX,O,O
,sorry,ADJ,O,O
,if,SCONJ,O,O
,we,PRON,O,O
,look,VERB,O,O
,at,ADP,O,O
,the,DET,O,O
,UUNNKK,PROPN,B-neighborhood,O
,UIC,PROPN,I-neighborhood,O
,,PUNCT,O,O
,and,CCONJ,O,O
,you,PRON,O,O
,can,VERB,O,O
,tell,VERB,O,O
,us,PRON,O,O
,what,PRON,O,O
,legal,PROPN,B-crime,O
,criminal,PROPN,I-crime,O
,are,AUX,O,O
,in,ADP,O,O
,the,DET,O,O
,world,NOUN,O,O
,?,PUNCT,O,O
Sentence: 12866,so,SCONJ,O,O
,far,PROPN,O,O
,west,PROPN,B-unk,O
,side,PROPN,I-unk,O
,was,AUX,O,O
,mostly,ADV,O,O
,stealing,VERB,O,O
,arson,NOUN,B-crime,O
,of,ADP,O,O
,public,PROPN,B-crime,O
,peace,PROPN,I-crime,O
,violation,PROPN,I-crime,O
,public,PROPN,I-crime,O
,peace,PROPN,I-crime,O
,violation,PROPN,I-crime,O
,of,ADP,O,O
,crashes,NOUN,O,O
,.,PUNCT,O,O
Sentence: 12867,the,DET,O,O
,resisting,ADJ,B-crime,O
,arrest,ADJ,I-crime,O
,of,ADP,O,O
,the,DET,O,O
,west,NOUN,B-unk,O
,side,NOUN,I-unk,O
,will,VERB,O,O
,be,AUX,O,O
,able,ADJ,O,O
,to,PART,O,O
,show,VERB,O,O
,it,PRON,O,O
,by,ADP,O,O
,year,NOUN,B-year,O
,?,PUNCT,O,O
Sentence: 12868,it,PRON,O,O
,is,AUX,O,O
,not,PART,O,O
,different,ADJ,O,O
,.,PUNCT,O,O
Sentence: 12869,let,VERB,O,O
,us,PRON,O,O
,see,VERB,O,O
,.,PUNCT,O,O
Sentence: 12870,can,VERB,O,O
,you,PRON,O,O
,do,AUX,O,O
,the,DET,O,O
,same,ADJ,O,O
,thing,NOUN,O,O
,in,ADP,O,O
,the,DET,O,O
,Near,PROPN,B-neighborhood,O
,West,PROPN,I-neighborhood,O
,of,ADP,O,O
,a,DET,O,O
,criminal,NOUN,B-crime,O
,battery,NOUN,I-crime,O
,?,PUNCT,O,O
Sentence: 12871,here,ADV,O,O
,is,AUX,O,O
,right,ADJ,O,O
,.,PUNCT,O,O
Sentence: 12872,so,CCONJ,O,O
,it,PRON,O,O
,is,AUX,O,O
,decreasing,VERB,O,O
,?,PUNCT,O,O
Sentence: 12873,then,ADV,O,O
,it,PRON,O,O
,seems,VERB,O,O
,quite,ADV,O,O
,small,ADJ,O,O
,in,ADP,O,O
,february,PROPN,B-month,O
,,PUNCT,O,O
,but,CCONJ,O,O
,it,PRON,O,O
,does,AUX,O,O
,not,PART,O,O
,seem,VERB,O,O
,dramatically,ADV,O,O
,different,ADJ,O,O
,from,ADP,O,O
,months,NOUN,O,O
,to,ADP,O,O
,the,DET,O,O
,fall,NOUN,B-season,O
,of,ADP,O,O
,fall,NOUN,B-season,O
,,PUNCT,O,O
,and,CCONJ,O,O
,it,PRON,O,O
,is,AUX,O,O
,going,VERB,O,O
,to,PART,O,O
,end,VERB,O,O
,out,SCONJ,O,O
,of,ADP,O,O
,2010,NUM,B-year,O
,to,ADP,O,O
,2015,NUM,O,O
,.,PUNCT,O,O
Sentence: 12874,it,PRON,O,O
,is,AUX,O,O
,more,ADV,O,O
,a,DET,O,O
,little,ADJ,O,O
,higher,ADJ,O,O
,in,ADP,O,O
,the,DET,O,O
,warm,ADJ,O,O
,weather,NOUN,O,O
,,PUNCT,O,O
,but,CCONJ,O,O
,not,PART,O,O
,so,ADV,O,O
,much,ADV,O,O
,,PUNCT,O,O
,and,CCONJ,O,O
,it,PRON,O,O
,is,AUX,O,O
,a,DET,O,O
,downward,ADJ,O,O
,trend,NOUN,O,O
,over,ADP,O,O
,time,NOUN,B-time,O
,.,PUNCT,O,O
Sentence: 12875,can,VERB,O,O
,you,PRON,O,O
,do,AUX,O,O
,the,DET,O,O
,same,ADJ,O,O
,thing,NOUN,O,O
,as,SCONJ,O,O
,you,PRON,O,O
,do,AUX,O,O
,the,DET,O,O
,number,NOUN,O,O
,of,ADP,O,O
,crimes,NOUN,O,O
,that,DET,O,O
,you,PRON,O,O
,did,AUX,O,O
,for,ADP,O,O
,another,DET,O,O
,three,NUM,O,O
,-,PUNCT,O,O
,mile,NOUN,B-unk,O
,river,NOUN,I-unk,O
,from,ADP,O,O
,-1,PUNCT,O,O
,Lincoln,PROPN,B-neighborhood,O
,Park,PROPN,I-neighborhood,O
,and,CCONJ,O,O
,UIC,PROPN,B-neighborhood,O
,?,PUNCT,O,O
Sentence: 12876,and,CCONJ,O,O
,i,PRON,O,O
,will,VERB,O,O
,go,VERB,O,O
,back,ADV,O,O
,to,ADP,O,O
,it,PRON,O,O
,,PUNCT,O,O
,but,CCONJ,O,O
,i,PRON,O,O
,wonder,VERB,O,O
,where,ADV,O,O
,the,DET,O,O
,placement,NOUN,B-location,O
,of,ADP,O,O
,the,DET,O,O
,abortion,NOUN,B-crime,O
,in,ADP,O,O
,the,DET,O,O
,west,NOUN,B-unk,O
,side,NOUN,I-unk,O
,?,PUNCT,O,O
Sentence: 12877,existant,ADJ,O,O
,are,AUX,O,O
,almost,ADV,O,O
,not,PART,O,O
,today,NOUN,O,O
,.,PUNCT,O,O
Sentence: 12878,can,VERB,O,O
,you,PRON,O,O
,show,VERB,O,O
,me,PRON,O,O
,the,DET,O,O
,number,NOUN,O,O
,of,ADP,O,O
,homicide,NOUN,B-crime,O
,and,CCONJ,O,O
,homicide,NOUN,B-crime,O
,in,ADP,O,O
,four,NUM,O,O
,neighbourhood,NOUN,B-neighborhood,O
,?,PUNCT,O,O
Sentence: 12879,so,ADV,O,O
,cta,PROPN,B-location,O
,garage,PROPN,I-location,O
,is,AUX,O,O
,the,DET,O,O
,biggest,ADJ,O,O
,area,NOUN,B-neighborhood,O
,of,NOUN,I-neighborhood,O
,city,NOUN,I-neighborhood,O
,,PUNCT,O,O
,then,ADV,O,O
,the,DET,O,O
,other,ADJ,O,O
,non,PROPN,B-location,O
,residential,PROPN,I-location,O
,the,DET,O,O
,store,NOUN,B-location,O
,restaurant,NOUN,I-location,O
,in,ADP,O,O
,front,NOUN,O,O
,of,ADP,O,O
,a,DET,O,O
,shop,NOUN,O,O
,in,ADP,O,O
,the,DET,O,O
,parking,NUM,B-location,O
,lot,NUM,I-location,O
,.,PUNCT,O,O
Sentence: 12880,can,VERB,O,O
,you,PRON,O,O
,show,VERB,O,O
,the,DET,O,O
,month,NOUN,B-month,O
,of,ADP,O,O
,alcohol,PROPN,B-crime,O
,intoxication,PROPN,I-crime,O
,and,CCONJ,O,O
,abortion,NOUN,B-crime,O
,in,ADP,O,O
,all,DET,O,O
,four,NUM,O,O
,neighborhoods,NOUN,B-neighborhood,O
,when,ADV,O,O
,it,PRON,O,O
,comes,VERB,O,O
,to,ADP,O,O
,most,ADV,O,O
,?,PUNCT,O,O
Sentence: 12881,to,PART,O,O
,show,VERB,O,O
,where,ADV,O,O
,the,DET,O,O
,legal,PROPN,B-crime,O
,crime,PROPN,I-crime,O
,are,AUX,O,O
,going,VERB,O,O
,and,CCONJ,O,O
,6,NUM,O,O
,00,NUM,O,O
,and,CCONJ,O,O
,10,NUM,B-time,O
,pm,NUM,I-time,O
,and,CCONJ,O,O
,6,NUM,O,O
,11,NUM,B-time,O
,am,NUM,I-time,O
,?,PUNCT,O,O
Sentence: 12882,can,VERB,O,O
,you,PRON,O,O
,show,VERB,O,O
,this,DET,O,O
,breaking,NOUN,B-crime,O
,law,NOUN,I-crime,O
,after,ADP,O,O
,the,DET,O,O
,baddoing,NOUN,B-crime,O
,that,DET,O,O
,occur,VERB,O,O
,between,ADP,O,O
,9,NUM,B-time,O
,am,NUM,I-time,O
,of,ADP,O,O
,12,NUM,B-interval,O
,and,NUM,I-interval,O
,6,NUM,I-interval,O
,pm,NUM,I-interval,O
,?,PUNCT,O,O
Sentence: 12883,we,PRON,O,O
,can,VERB,O,O
,not,PART,O,O
,get,AUX,O,O
,data,NOUN,O,O
,on,ADP,O,O
,.,PUNCT,O,O
Sentence: 12884,do,AUX,O,O
,you,PRON,O,O
,have,AUX,O,O
,a,DET,O,O
,arson,NOUN,B-crime,O
,relationship,NOUN,I-crime,O
,with,ADP,O,O
,the,DET,O,O
,assault,NOUN,B-crime,O
,?,PUNCT,O,O
Sentence: 12885,the,DET,O,O
,man,NOUN,O,O
,who,PRON,O,O
,is,AUX,O,O
,a,DET,O,O
,major,PROPN,B-crime,O
,crime,PROPN,I-crime,O
,?,PUNCT,O,O
Sentence: 12886,will,VERB,O,O
,you,PRON,O,O
,divide,VERB,O,O
,them,PRON,O,O
,between,ADP,O,O
,12,NUM,O,O
,at,ADP,O,O
,12,NUM,O,O
,12,NUM,O,O
,6,NUM,B-interval,O
,pm,NUM,I-interval,O
,and,NUM,I-interval,O
,midnight,NUM,I-interval,O
,and,CCONJ,O,O
,6,NUM,B-time,O
,am,NUM,I-time,O
,?,PUNCT,O,O
Sentence: 12887,okay,INTJ,O,O
,,PUNCT,O,O
,where,ADV,O,O
,is,AUX,O,O
,the,DET,O,O
,parking,NUM,B-location,O
,lot,NUM,I-location,O
,?,PUNCT,O,O
Sentence: 12888,so,ADV,O,O
,1,NUM,B-time,O
,pm,NUM,I-time,O
,12,NUM,O,O
,11,NUM,B-time,O
,pm,NUM,I-time,O
,for,ADP,O,O
,all,DET,O,O
,street,NOUN,B-location,O
,.,PUNCT,O,O
Sentence: 12889,cta,PROPN,B-location,O
,platform,PROPN,I-location,O
,cleaning,PROPN,B-location,O
,store,PROPN,I-location,O
,for,ADP,O,O
,the,DET,O,O
,grocery,NOUN,B-location,O
,food,NOUN,I-location,O
,store,NOUN,I-location,O
,and,CCONJ,O,O
,other,ADJ,O,O
,.,PUNCT,O,O
Sentence: 12890,how,ADV,O,O
,do,AUX,O,O
,you,PRON,O,O
,like,VERB,O,O
,to,PART,O,O
,show,VERB,O,O
,where,ADV,O,O
,the,DET,O,O
,retail,NOUN,B-location,O
,store,NOUN,I-location,O
,and,CCONJ,O,O
,waterfront,NOUN,B-location,O
,are,AUX,O,O
,on,ADP,O,O
,a,DET,O,O
,map,NOUN,O,O
,and,CCONJ,O,O
,motel,NOUN,B-location,O
,?,PUNCT,O,O
Sentence: 12891,resisting,PUNCT,B-crime,O
,arrest,PUNCT,I-crime,O
,and,CCONJ,O,O
,child,PROPN,B-crime,O
,endangerment,PROPN,I-crime,O
,in,ADP,O,O
,the,PROPN,B-location,O
,school,PROPN,I-location,O
,of,ADP,O,O
,santa,NOUN,B-unk,O
,shops,NOUN,I-unk,O
,.,PUNCT,O,O
Sentence: 12892,for,ADP,O,O
,twelve,NUM,O,O
,to,PART,O,O
,six,NUM,O,O
,hours,NOUN,O,O
,giving,VERB,O,O
,6,NUM,O,O
,to,ADP,O,O
,6,NUM,O,O
,for,ADP,O,O
,the,DET,O,O
,number,NOUN,O,O
,of,ADP,O,O
,12,NUM,O,O
,hours,NOUN,O,O
,to,PART,O,O
,sell,VERB,O,O
