Sentence #,Word,POS,NER_Tag,RefExp_Tag
Sentence: 1666,let,VERB,O,O
,us,PRON,O,O
,see,VERB,O,O
,.,PUNCT,O,O
Sentence: 1667,i,PRON,O,O
,should,VERB,O,O
,probably,ADV,O,O
,let,VERB,O,O
,you,PRON,O,O
,start,VERB,O,O
,with,ADP,O,O
,ops,NOUN,O,O
,?,PUNCT,O,O
Sentence: 1668,let,VERB,O,O
,us,PRON,O,O
,see,VERB,O,O
,.,PUNCT,O,O
Sentence: 1669,is,AUX,O,O
,it,PRON,O,O
,working,VERB,O,O
,?,PUNCT,O,O
Sentence: 1670,just,ADV,O,O
,say,VERB,O,O
,my,DET,O,O
,thoughts,NOUN,O,O
,.,PUNCT,O,O
Sentence: 1671,it,PRON,O,O
,is,AUX,O,O
,processing,VERB,O,O
,.,PUNCT,O,O
Sentence: 1672,this,DET,O,O
,thing,NOUN,O,O
,is,AUX,O,O
,all,DET,O,O
,sorts,NOUN,O,O
,of,ADP,O,O
,things,NOUN,O,O
,.,PUNCT,O,O
Sentence: 1673,let,VERB,O,O
,us,PRON,O,O
,see,VERB,O,O
,city,NOUN,O,O
,is,AUX,O,O
,specifically,ADV,O,O
,aimed,VERB,O,O
,at,ADP,O,O
,the,DET,O,O
,use,NOUN,O,O
,of,ADP,O,O
,additional,ADJ,O,O
,legislation,NOUN,B-unk,O
,enforcement,NOUN,I-unk,O
,resources,NOUN,O,O
,and,CCONJ,O,O
,prevents,VERB,O,O
,legal,NOUN,B-crime,O
,crime,NOUN,I-crime,O
,and,CCONJ,O,O
,must,VERB,O,O
,know,VERB,O,O
,which,DET,O,O
,areas,NOUN,O,O
,should,VERB,O,O
,be,AUX,O,O
,implemented,VERB,O,O
,.,PUNCT,O,O
Sentence: 1674,this,DET,O,O
,is,AUX,O,O
,all,DET,O,O
,locality,NOUN,B-location,O
,this,DET,O,O
,is,AUX,O,O
,just,ADV,O,O
,University,ADJ,B-neighborhood,O
,of,ADJ,I-neighborhood,O
,Illinois,ADJ,I-neighborhood,O
,at,ADJ,I-neighborhood,O
,Chicago,ADJ,I-neighborhood,O
,.,PUNCT,O,O
Sentence: 1675,i,PRON,O,O
,am,AUX,O,O
,looking,VERB,O,O
,at,ADP,O,O
,roosevelt,PROPN,O,O
,and,CCONJ,O,O
,roosevelt,PROPN,O,O
,.,PUNCT,O,O
Sentence: 1676,this,DET,O,O
,is,AUX,O,O
,really,ADV,O,O
,hot,ADJ,O,O
,.,PUNCT,O,O
Sentence: 1677,wait,VERB,O,O
,,PUNCT,O,O
,what,PRON,O,O
,the,DET,O,O
,metro,PROPN,O,O
,is,AUX,O,O
,that,DET,O,O
,?,PUNCT,O,O
,that,DET,O,O
,one,NOUN,O,O
,is,AUX,O,O
,really,ADV,O,O
,red,ADJ,O,O
,,PUNCT,O,O
,and,CCONJ,O,O
,i,PRON,O,O
,do,AUX,O,O
,not,PART,O,O
,see,VERB,O,O
,the,DET,O,O
,dots,NOUN,O,O
,on,ADP,O,O
,the,DET,O,O
,way,NOUN,O,O
,.,PUNCT,O,O
Sentence: 1678,it,PRON,O,O
,is,AUX,O,O
,not,PART,O,O
,a,DET,O,O
,locality,NOUN,B-location,O
,.,PUNCT,O,O
Sentence: 1679,we,PRON,O,O
,can,VERB,O,O
,change,VERB,O,O
,it,PRON,O,O
,,PUNCT,O,O
,okay,ADJ,O,O
,?,PUNCT,O,O
Sentence: 1680,i,PRON,O,O
,want,VERB,O,O
,to,PART,O,O
,look,VERB,O,O
,closer,ADV,O,O
,to,ADP,O,O
,the,DET,O,O
,subway,NOUN,O,O
,right,ADV,O,O
,here,ADV,O,O
,from,ADP,O,O
,the,DET,O,O
,east,PROPN,B-unk,O
,greektown,PROPN,I-unk,O
,.,PUNCT,O,O
Sentence: 1681,it,PRON,O,O
,is,AUX,O,O
,like,SCONJ,O,O
,the,DET,O,O
,river,NOUN,O,O
,.,PUNCT,O,O
Sentence: 1682,you,PRON,O,O
,can,VERB,O,O
,not,PART,O,O
,zoom,VERB,O,O
,.,PUNCT,O,O
Sentence: 1683,okay,INTJ,O,O
,,PUNCT,O,O
,that,DET,O,O
,is,AUX,O,O
,okay,ADJ,O,O
,.,PUNCT,O,O
Sentence: 1684,okay,INTJ,O,O
,,PUNCT,O,O
,cause,VERB,O,O
,it,PRON,O,O
,is,AUX,O,O
,a,DET,O,O
,funky,ADJ,O,O
,place,NOUN,B-location,O
,of,NOUN,I-location,O
,worship,NOUN,I-location,O
,.,PUNCT,O,O
Sentence: 1685,criminal,NOUN,B-crime,O
,activity,NOUN,I-crime,O
,is,AUX,O,O
,the,DET,O,O
,right,ADJ,O,O
,sidewalk,NOUN,B-location,O
,in,ADP,O,O
,the,DET,O,O
,subway,NOUN,O,O
,.,PUNCT,O,O
Sentence: 1686,i,PRON,O,O
,think,VERB,O,O
,i,PRON,O,O
,have,AUX,O,O
,this,DET,O,O
,apartment,NOUN,B-location,O
,for,ADP,O,O
,columbine,PROPN,O,O
,that,DET,O,O
,would,VERB,O,O
,be,AUX,O,O
,nearby,ADV,O,O
,,PUNCT,O,O
,and,CCONJ,O,O
,this,DET,O,O
,looks,VERB,O,O
,like,SCONJ,O,O
,east,NOUN,B-unk,O
,campus,NOUN,I-unk,O
,,PUNCT,O,O
,as,SCONJ,O,O
,the,DET,O,O
,eastern,ADJ,O,O
,aircraft,NOUN,B-location,O
,.,PUNCT,O,O
Sentence: 1687,we,PRON,O,O
,will,VERB,O,O
,make,VERB,O,O
,one,NUM,O,O
,of,ADP,O,O
,the,DET,O,O
,River,NOUN,B-neighborhood,O
,North,NOUN,I-neighborhood,O
,?,PUNCT,O,O
Sentence: 1688,it,PRON,O,O
,is,AUX,O,O
,shrinking,VERB,O,O
,!,PUNCT,O,O
Sentence: 1689,this,DET,O,O
,is,AUX,O,O
,so,ADV,O,O
,cool,ADJ,O,O
,.,PUNCT,O,O
Sentence: 1690,bye,INTJ,O,O
,-,PUNCT,O,O
,bye,INTJ,O,O
,,PUNCT,O,O
,you,PRON,O,O
,have,AUX,O,O
,b,NOUN,O,O
,maps,NOUN,O,O
,.,PUNCT,O,O
Sentence: 1691,that,DET,O,O
,is,AUX,O,O
,a,DET,O,O
,teenager,NOUN,O,O
,.,PUNCT,O,O
Sentence: 1692,it,PRON,O,O
,is,AUX,O,O
,not,PART,O,O
,red,ADJ,O,O
,,PUNCT,O,O
,but,CCONJ,O,O
,it,PRON,O,O
,is,AUX,O,O
,definitely,ADV,O,O
,red,PROPN,O,O
,avenue,PROPN,O,O
,.,PUNCT,O,O
Sentence: 1693,that,DET,O,O
,is,AUX,O,O
,why,ADV,O,O
,it,PRON,O,O
,is,AUX,O,O
,more,ADV,O,O
,focused,ADJ,O,O
,on,ADP,O,O
,the,DET,O,O
,fact,NOUN,O,O
,that,SCONJ,O,O
,it,PRON,O,O
,is,AUX,O,O
,just,ADV,O,O
,a,DET,O,O
,bit,NOUN,O,O
,of,ADP,O,O
,a,DET,O,O
,shopping,NOUN,O,O
,and,CCONJ,O,O
,everything,PRON,O,O
,.,PUNCT,O,O
Sentence: 1694,nice,ADJ,O,O
,cta,PROPN,B-location,O
,station,PROPN,I-location,O
,to,PART,O,O
,cut,VERB,O,O
,things,NOUN,O,O
,i,PRON,O,O
,think,VERB,O,O
,.,PUNCT,O,O
Sentence: 1695,often,ADV,O,O
,,PUNCT,O,O
,i,PRON,O,O
,am,AUX,O,O
,not,PART,O,O
,sure,ADJ,O,O
,who,PRON,O,O
,has,AUX,O,O
,the,DET,O,O
,guts,NOUN,O,O
,to,PART,O,O
,do,AUX,O,O
,it,PRON,O,O
,.,PUNCT,O,O
