Sentence #,Word,POS,NER_Tag,RefExp_Tag
Sentence: 2886,do,AUX,O,O
,you,PRON,O,O
,want,VERB,O,O
,me,PRON,O,O
,to,PART,O,O
,tell,VERB,O,O
,us,PRON,O,O
,where,ADV,O,O
,the,DET,O,O
,criminal,PROPN,B-crime,O
,offense,PROPN,I-crime,O
,is,AUX,O,O
,?,PUNCT,O,O
Sentence: 2887,okay,INTJ,O,O
,,PUNCT,O,O
,so,ADV,O,O
,do,AUX,O,O
,the,DET,O,O
,right,ADJ,O,O
,record,NOUN,O,O
,the,DET,O,O
,answer,NOUN,O,O
,is,AUX,O,O
,a,DET,O,O
,hot,ADJ,O,O
,alley,NOUN,B-location,O
,?,PUNCT,O,O
Sentence: 2888,so,ADV,O,O
,do,AUX,O,O
,these,DET,O,O
,red,PROPN,B-unk,O
,spots,PROPN,I-unk,O
,suggest,VERB,O,O
,that,SCONJ,O,O
,it,PRON,O,O
,is,AUX,O,O
,a,DET,O,O
,hot,ADJ,O,O
,criminal,NOUN,B-crime,O
,illegality,NOUN,I-crime,O
,?,PUNCT,O,O
Sentence: 2889,so,CCONJ,O,O
,what,PRON,O,O
,is,AUX,O,O
,the,DET,O,O
,safest,ADJ,O,O
,business,NOUN,B-location,O
,office,NOUN,I-location,O
,in,ADP,O,O
,the,DET,O,O
,train,PROPN,B-location,O
,station,PROPN,I-location,O
,?,PUNCT,O,O
Sentence: 2890,that,DET,O,O
,is,AUX,O,O
,great,ADJ,O,O
,.,PUNCT,O,O
Sentence: 2891,what,PRON,O,O
,is,AUX,O,O
,this,DET,O,O
,area,NOUN,O,O
,?,PUNCT,O,O
Sentence: 2892,i,PRON,O,O
,think,VERB,O,O
,i,PRON,O,O
,am,AUX,O,O
,not,PART,O,O
,familiar,ADJ,O,O
,with,ADP,O,O
,the,DET,O,O
,map,NOUN,O,O
,.,PUNCT,O,O
Sentence: 2893,according,VERB,O,O
,to,ADP,O,O
,my,DET,O,O
,understanding,NOUN,O,O
,of,ADP,O,O
,the,DET,O,O
