Sentence #,Word,POS,NER_Tag,RefExp_Tag
Sentence: 12936,that,DET,O,O
,is,AUX,O,O
,okay,ADJ,O,O
,.,PUNCT,O,O
Sentence: 12937,do,AUX,O,O
,i,PRON,O,O
,want,VERB,O,O
,to,PART,O,O
,see,VERB,O,O
,the,DET,O,O
,general,ADJ,O,O
,illegal,PROPN,B-crime,O
,offender,PROPN,I-crime,O
,is,AUX,O,O
,resisting,NOUN,B-crime,O
,arrest,NOUN,I-crime,O
,from,ADP,O,O
,a,DET,O,O
,week,NOUN,O,O
,?,PUNCT,O,O
Sentence: 12938,i,PRON,O,O
,hoped,VERB,O,O
,to,PART,O,O
,find,VERB,O,O
,a,DET,O,O
,big,ADJ,O,O
,increase,NOUN,O,O
,on,ADP,O,O
,friday,PROPN,B-day,O
,,PUNCT,O,O
,but,CCONJ,O,O
,let,VERB,O,O
,us,PRON,O,O
,see,VERB,O,O
,if,SCONJ,O,O
,we,PRON,O,O
,can,VERB,O,O
,find,VERB,O,O
,something,PRON,O,O
,.,PUNCT,O,O
Sentence: 12939,for,ADP,O,O
,the,DET,O,O
,same,ADJ,O,O
,spread,NOUN,O,O
,that,DET,O,O
,is,AUX,O,O
,part,NOUN,O,O
,of,ADP,O,O
,the,DET,O,O
,week,NOUN,O,O
,of,ADP,O,O
,the,DET,O,O
,week,NOUN,O,O
,,PUNCT,O,O
,so,ADV,O,O
,now,ADV,O,O
,i,PRON,O,O
,have,AUX,O,O
,another,DET,O,O
,guided,NOUN,B-visualization,O
,affective,NOUN,I-visualization,O
,imagery,NOUN,I-visualization,O
,by,ADP,O,O
,the,DET,O,O
,side,NOUN,O,O
,of,ADP,O,O
,this,DET,O,O
,part,NOUN,O,O
,of,ADP,O,O
,a,DET,O,O
,obscenity,NOUN,B-crime,O
,?,PUNCT,O,O
Sentence: 12940,thanks,NOUN,O,O
,for,ADP,O,O
,the,DET,O,O
,second,ADJ,O,O
,product,NOUN,B-visualization,O
,visualization,NOUN,I-visualization,O
,i,PRON,O,O
,think,VERB,O,O
,.,PUNCT,O,O
Sentence: 12941,i,PRON,O,O
,do,AUX,O,O
,not,PART,O,O
,see,VERB,O,O
,much,ADJ,O,O
,of,ADP,O,O
,it,PRON,O,O
,.,PUNCT,O,O
Sentence: 12942,can,VERB,O,O
,i,PRON,O,O
,get,AUX,O,O
,an,DET,O,O
,guided,NOUN,B-visualization,O
,visualization,NOUN,I-visualization,O
,of,ADP,O,O
,all,DET,O,O
,narcotics,NOUN,B-crime,O
,?,PUNCT,O,O
Sentence: 12943,and,CCONJ,O,O
,i,PRON,O,O
,see,VERB,O,O
,ritualism,NOUN,B-crime,O
,and,CCONJ,O,O
,assault,NOUN,B-crime,O
,is,AUX,O,O
,the,DET,O,O
,highest,ADJ,O,O
,and,CCONJ,O,O
,.,PUNCT,O,O
Sentence: 12944,now,ADV,O,O
,i,PRON,O,O
,want,VERB,O,O
,to,PART,O,O
,see,VERB,O,O
,all,DET,O,O
,legal,PROPN,B-crime,O
,criminal,PROPN,I-crime,O
,involving,VERB,O,O
,felonious,ADJ,B-crime,O
,disturbing,NOUN,B-crime,O
,the,NOUN,I-crime,O
,peace,NOUN,I-crime,O
,?,PUNCT,O,O
Sentence: 12945,a,DET,O,O
,little,ADJ,O,O
,more,ADJ,O,O
,of,ADP,O,O
,a,DET,O,O
,public,NOUN,B-crime,O
,peace,NOUN,I-crime,O
,violation,NOUN,I-crime,O
,.,PUNCT,O,O
Sentence: 12946,i,PRON,O,O
,see,VERB,O,O
,there,PRON,O,O
,is,AUX,O,O
,a,DET,O,O
,lot,NOUN,O,O
,of,ADP,O,O
,deceptive,PROPN,B-crime,O
,practice,PROPN,I-crime,O
,and,CCONJ,O,O
,there,PRON,O,O
,is,AUX,O,O
,most,ADJ,O,O
,of,ADP,O,O
,them,PRON,O,O
,are,AUX,O,O
,on,ADP,O,O
,place,NOUN,B-location,O
,of,NOUN,I-location,O
,worship,NOUN,I-location,O
,.,PUNCT,O,O
Sentence: 12947,i,PRON,O,O
,would,VERB,O,O
,like,VERB,O,O
,to,PART,O,O
,go,VERB,O,O
,see,VERB,O,O
,if,SCONJ,O,O
,it,PRON,O,O
,is,AUX,O,O
,a,DET,O,O
,thing,NOUN,O,O
,in,ADP,O,O
,your,DET,O,O
,neighbouring,NOUN,B-neighborhood,O
,all,DET,O,O
,the,DET,O,O
,four,NUM,O,O
,vicinity,NOUN,B-neighborhood,O
,,PUNCT,O,O
,or,CCONJ,O,O
,whether,SCONJ,O,O
,it,PRON,O,O
,is,AUX,O,O
,a,DET,O,O
,very,ADV,O,O
,specific,ADJ,O,O
,neck,NOUN,B-neighborhood,O
,of,NOUN,I-neighborhood,O
,the,NOUN,I-neighborhood,O
,wood,NOUN,I-neighborhood,O
,.,PUNCT,O,O
Sentence: 12948,i,PRON,O,O
,want,VERB,O,O
,to,PART,O,O
,see,VERB,O,O
,this,DET,O,O
,.,PUNCT,O,O
Sentence: 12949,all,ADV,O,O
,right,ADV,O,O
,,PUNCT,O,O
,i,PRON,O,O
,suspected,VERB,O,O
,the,DET,O,O
,vehicle,NOUN,B-location,O
,have,AUX,O,O
,been,AUX,O,O
,the,DET,O,O
,number,NUM,B-unk,O
,one,NUM,I-unk,O
,.,PUNCT,O,O
Sentence: 12950,could,VERB,O,O
,you,PRON,O,O
,give,VERB,O,O
,me,PRON,O,O
,two,NUM,O,O
,other,ADJ,O,O
,guided,NOUN,B-visualization,O
,imagery,NOUN,I-visualization,O
,?,PUNCT,O,O
Sentence: 12951,can,VERB,O,O
,you,PRON,O,O
,be,AUX,O,O
,more,ADV,O,O
,readable,ADJ,O,O
,?,PUNCT,O,O
Sentence: 12952,that,DET,O,O
,is,AUX,O,O
,better,ADJ,O,O
,.,PUNCT,O,O
Sentence: 12953,from,ADP,O,O
,this,DET,O,O
,drawing,NOUN,O,O
,of,ADP,O,O
,the,DET,O,O
,project,NOUN,O,O
,,PUNCT,O,O
,i,PRON,O,O
,can,VERB,O,O
,conclude,VERB,O,O
,that,SCONJ,O,O
,the,DET,O,O
,weapons,NOUN,B-crime,O
,violation,NOUN,I-crime,O
,is,AUX,O,O
,the,DET,O,O
,number,NUM,B-unk,O
,one,NUM,I-unk,O
,,PUNCT,O,O
,in,ADP,O,O
,particular,ADJ,O,O
,in,ADP,O,O
,the,DET,O,O
,west,NOUN,O,O
,.,PUNCT,O,O
Sentence: 12954,i,PRON,O,O
,will,VERB,O,O
,tell,VERB,O,O
,you,PRON,O,O
,i,PRON,O,O
,will,VERB,O,O
,ask,VERB,O,O
,for,ADP,O,O
,a,DET,O,O
,ride,NOUN,O,O
,.,PUNCT,O,O
Sentence: 12955,and,CCONJ,O,O
,one,NUM,O,O
,more,ADJ,O,O
,series,NOUN,O,O
,of,ADP,O,O
,questions,NOUN,O,O
,i,PRON,O,O
,thought,VERB,O,O
,of,ADP,O,O
,can,VERB,O,O
,you,PRON,O,O
,run,VERB,O,O
,this,DET,O,O
,picture,NOUN,O,O
,?,PUNCT,O,O
Sentence: 12956,yes,INTJ,O,O
,,PUNCT,O,O
,okay,INTJ,O,O
,.,PUNCT,O,O
Sentence: 12957,now,ADV,O,O
,i,PRON,O,O
,would,VERB,O,O
,like,VERB,O,O
,to,PART,O,O
,see,VERB,O,O
,the,DET,O,O
,legal,NOUN,B-crime,O
,and,NOUN,I-crime,O
,not,NOUN,I-crime,O
,punishable,NOUN,I-crime,O
,crime,NOUN,I-crime,O
,,PUNCT,O,O
,which,DET,O,O
,motor,PROPN,B-crime,O
,vehicle,PROPN,I-crime,O
,theft,PROPN,I-crime,O
,and,CCONJ,O,O
,resisting,PUNCT,B-crime,O
,arrest,PUNCT,I-crime,O
,for,ADP,O,O
,all,DET,O,O
,parts,NOUN,O,O
,of,ADP,O,O
,the,DET,O,O
,week,NOUN,O,O
,?,PUNCT,O,O
Sentence: 12958,robbery,NOUN,B-crime,O
,and,CCONJ,O,O
,stalking,NOUN,B-crime,O
,.,PUNCT,O,O
Sentence: 12959,17,NUM,O,O
,k,PROPN,O,O
,13k,NUM,O,O
,.,PUNCT,O,O
Sentence: 12960,this,DET,O,O
,is,AUX,O,O
,not,PART,O,O
,the,DET,O,O
,view,NOUN,O,O
,of,ADP,O,O
,it,PRON,O,O
,not,PART,O,O
,i,PRON,O,O
,will,VERB,O,O
,not,PART,O,O
,consider,VERB,O,O
,it,PRON,O,O
,at,ADP,O,O
,our,DET,O,O
,point,NOUN,O,O
,,PUNCT,O,O
,but,CCONJ,O,O
,i,PRON,O,O
,do,AUX,O,O
,not,PART,O,O
,know,VERB,O,O
,any,DET,O,O
,significant,ADJ,O,O
,change,NOUN,O,O
,in,ADP,O,O
,the,DET,O,O
,time,NOUN,B-time,O
,.,PUNCT,O,O
Sentence: 12961,maybe,ADV,O,O
,i,PRON,O,O
,will,VERB,O,O
,want,VERB,O,O
,to,PART,O,O
,look,VERB,O,O
,over,ADP,O,O
,the,DET,O,O
,spreading,NOUN,O,O
,in,ADP,O,O
,several,ADJ,O,O
,day,NOUN,B-day,O
,?,PUNCT,O,O
Sentence: 12962,although,SCONJ,O,O
,i,PRON,O,O
,have,AUX,O,O
,seen,VERB,O,O
,the,DET,O,O
,general,ADJ,O,O
,punishable,PROPN,B-crime,O
,crime,PROPN,I-crime,O
,to,PART,O,O
,increase,VERB,O,O
,june,PROPN,B-month,O
,july,PROPN,I-month,O
,,PUNCT,O,O
,there,PRON,O,O
,is,AUX,O,O
,no,DET,O,O
,point,NOUN,O,O
,in,ADP,O,O
,an,DET,O,O
,steep,ADJ,O,O
,curve,NOUN,O,O
,in,ADP,O,O
,each,DET,O,O
,particular,ADJ,O,O
,interest,NOUN,O,O
,.,PUNCT,O,O
Sentence: 12963,yes,INTJ,O,O
,,PUNCT,O,O
,the,DET,O,O
,answer,NOUN,O,O
,is,AUX,O,O
,fine,ADJ,O,O
,.,PUNCT,O,O
Sentence: 12964,maybe,ADV,O,O
,the,DET,O,O
,elevated,NUM,B-location,O
,train,NUM,I-location,O
,.,PUNCT,O,O
Sentence: 12965,could,VERB,O,O
,you,PRON,O,O
,get,AUX,O,O
,6,NUM,O,O
,-,SYM,O,O
,1,NUM,O,O
,and,CCONJ,O,O
,7,NUM,O,O
,-,SYM,O,O
,1,NUM,O,O
,focus,NOUN,O,O
,?,PUNCT,O,O
Sentence: 12966,the,DET,O,O
,image,NOUN,O,O
,is,AUX,O,O
,6,NUM,O,O
,-,SYM,O,O
,1,NUM,O,O
,and,CCONJ,O,O
,7,NUM,O,O
,-,SYM,O,O
,1,NUM,O,O
,.,PUNCT,O,O
Sentence: 12967,i,PRON,O,O
,do,AUX,O,O
,not,PART,O,O
,want,VERB,O,O
,to,PART,O,O
,read,VERB,O,O
,data,NOUN,O,O
,right,ADV,O,O
,around,ADV,O,O
,parking,NUM,B-location,O
,lot,NUM,I-location,O
,,PUNCT,O,O
,but,CCONJ,O,O
,now,ADV,O,O
,i,PRON,O,O
,mean,VERB,O,O
,an,DET,O,O
,improvement,NOUN,O,O
,in,ADP,O,O
,the,DET,O,O
,hallway,NOUN,B-location,O
,human,NOUN,B-crime,O
,trafficking,NOUN,I-crime,O
,seems,VERB,O,O
,much,ADV,O,O
,more,ADJ,O,O
,than,SCONJ,O,O
,six,NUM,O,O
,-,SYM,O,O
,1,NUM,O,O
,and,CCONJ,O,O
,when,ADV,O,O
,i,PRON,O,O
,find,VERB,O,O
,out,ADP,O,O
,for,ADP,O,O
,the,DET,O,O
,spread,NOUN,B-day,O
,of,NOUN,I-day,O
,days,NOUN,I-day,O
,.,PUNCT,O,O
Sentence: 12968,i,PRON,O,O
,see,VERB,O,O
,a,DET,O,O
,lot,NOUN,O,O
,of,ADP,O,O
,green,NOUN,O,O
,in,ADP,O,O
,7,NUM,O,O
,-,SYM,O,O
,1,NUM,O,O
,while,SCONJ,O,O
,i,PRON,O,O
,see,VERB,O,O
,a,DET,O,O
,lot,NOUN,O,O
,of,ADP,O,O
,orange,NOUN,O,O
,.,PUNCT,O,O
Sentence: 12969,i,PRON,O,O
,think,VERB,O,O
,i,PRON,O,O
,know,VERB,O,O
,what,PRON,O,O
,the,DET,O,O
,problem,NOUN,O,O
,is,AUX,O,O
,.,PUNCT,O,O
Sentence: 12970,this,DET,O,O
,is,AUX,O,O
,only,ADV,O,O
,special,ADJ,O,O
,burglary,NOUN,B-crime,O
,,PUNCT,O,O
,while,SCONJ,O,O
,it,PRON,O,O
,is,AUX,O,O
,for,ADP,O,O
,child,NOUN,B-crime,O
,endangerment,NOUN,I-crime,O
,and,CCONJ,O,O
,robbery,NOUN,B-crime,O
,.,PUNCT,O,O
Sentence: 12971,i,PRON,O,O
,think,VERB,O,O
,i,PRON,O,O
,can,VERB,O,O
,conclude,VERB,O,O
,that,SCONJ,O,O
