Sentence #,Word,POS,NER_Tag,RefExp_Tag
Sentence: 3378,i,PRON,O,O
,could,VERB,O,O
,just,ADV,O,O
,do,AUX,O,O
,it,PRON,O,O
,with,ADP,O,O
,the,DET,O,O
,question,NOUN,O,O
,i,PRON,O,O
,might,VERB,O,O
,have,AUX,O,O
,thought,VERB,O,O
,from,ADP,O,O
,the,DET,O,O
,outset,NOUN,O,O
,,PUNCT,O,O
,the,DET,O,O
,information,NOUN,O,O
,about,ADP,O,O
,the,DET,O,O
,Lincoln,NOUN,B-neighborhood,O
,Park,NOUN,I-neighborhood,O
,is,AUX,O,O
,breaking,PROPN,B-crime,O
,the,PROPN,I-crime,O
,law,PROPN,I-crime,O
,.,PUNCT,O,O
Sentence: 3379,so,ADV,O,O
,,PUNCT,O,O
,general,ADJ,O,O
,?,PUNCT,O,O
Sentence: 3380,can,VERB,O,O
,i,PRON,O,O
,wait,VERB,O,O
,for,ADP,O,O
,a,DET,O,O
,question,NOUN,O,O
,?,PUNCT,O,O
Sentence: 3381,is,AUX,O,O
,this,DET,O,O
,a,DET,O,O
,time,NOUN,B-time,O
,?,PUNCT,O,O
Sentence: 3382,it,PRON,O,O
,is,AUX,O,O
,2010,NUM,B-year,O
,2002,NUM,O,O
,.,PUNCT,O,O
Sentence: 3383,so,ADV,O,O
,each,DET,O,O
,set,NOUN,O,O
,is,AUX,O,O
,in,ADP,O,O
,2014,NUM,B-year,O
,to,ADP,O,O
,2014,NUM,B-year,O
,or,CCONJ,O,O
,the,DET,O,O
,one,NOUN,O,O
,for,ADP,O,O
,no,DET,O,O
,one,NUM,O,O
,year,NOUN,O,O
,?,PUNCT,O,O
Sentence: 3384,so,CCONJ,O,O
,meningitis,NOUN,O,O
,is,AUX,O,O
,year,NOUN,B-year,O
,.,PUNCT,O,O
Sentence: 3385,can,VERB,O,O
,you,PRON,O,O
,get,AUX,O,O
,this,DET,O,O
,information,NOUN,O,O
,by,ADP,O,O
,a,DET,O,O
,legal,NOUN,B-crime,O
,and,NOUN,I-crime,O
,not,NOUN,I-crime,O
,punishable,NOUN,I-crime,O
,crime,NOUN,I-crime,O
,?,PUNCT,O,O
Sentence: 3386,ok,INTJ,O,O
,absolute,PUNCT,B-location,O
,location,PUNCT,I-location,O
,and,CCONJ,O,O
,then,ADV,O,O
,in,ADP,O,O
,the,DET,O,O
,business,NOUN,B-location,O
,office,NOUN,I-location,O
,.,PUNCT,O,O
Sentence: 3387,and,CCONJ,O,O
,so,ADV,O,O
,it,PRON,O,O
,is,AUX,O,O
,a,DET,O,O
,narcotics,NOUN,B-crime,O
,from,ADP,O,O
,the,DET,O,O
,garage,NOUN,B-location,O
,.,PUNCT,O,O
Sentence: 3388,looks,VERB,O,O
,like,SCONJ,O,O
,criminal,PROPN,B-crime,O
,offence,PROPN,I-crime,O
,are,AUX,O,O
,going,VERB,O,O
,to,PART,O,O
,end,VERB,O,O
,up,ADP,O,O
,since,SCONJ,O,O
,2010,NUM,B-year,O
,.,PUNCT,O,O
Sentence: 3389,i,PRON,O,O
,know,VERB,O,O
,this,DET,O,O
,is,AUX,O,O
,a,DET,O,O
,lot,NOUN,O,O
,of,ADP,O,O
,things,NOUN,O,O
,,PUNCT,O,O
,but,CCONJ,O,O
,can,VERB,O,O
,we,PRON,O,O
,keep,VERB,O,O
,it,PRON,O,O
,for,ADP,O,O
,another,DET,O,O
,year,NOUN,B-year,O
,and,CCONJ,O,O
,look,VERB,O,O
,at,ADP,O,O
,a,DET,O,O
,new,ADJ,O,O
,urban,PROPN,B-neighborhood,O
,neighborhood,PROPN,I-neighborhood,O
,?,PUNCT,O,O
Sentence: 3390,i,PRON,O,O
,am,AUX,O,O
,trying,VERB,O,O
,to,PART,O,O
,be,AUX,O,O
,there,ADV,O,O
,a,DET,O,O
,river,NOUN,O,O
,called,VERB,O,O
,the,DET,O,O
,University,NOUN,B-neighborhood,O
,of,NOUN,I-neighborhood,O
,Illinois,NOUN,I-neighborhood,O
,at,NOUN,I-neighborhood,O
,Chicago,NOUN,I-neighborhood,O
,.,PUNCT,O,O
Sentence: 3391,would,VERB,O,O
,you,PRON,O,O
,mind,VERB,O,O
,looking,VERB,O,O
,at,ADP,O,O
,Lincoln,NOUN,B-neighborhood,O
,Park,NOUN,I-neighborhood,O
,?,PUNCT,O,O
Sentence: 3392,same,ADJ,O,O
,chart,NOUN,O,O
,you,PRON,O,O
,gave,VERB,O,O
,me,PRON,O,O
,.,PUNCT,O,O
