Sentence #,Word,POS,NER_Tag,RefExp_Tag
Sentence: 10453,can,VERB,O,O
,i,PRON,O,O
,see,VERB,O,O
,the,DET,O,O
,visual,NOUN,B-visualization,O
,image,NOUN,I-visualization,O
,in,ADP,O,O
,the,DET,O,O
,neighbourhood,NOUN,B-neighborhood,O
,,PUNCT,O,O
,like,SCONJ,O,O
,the,DET,O,O
,hoodlum,NOUN,B-crime,O
,?,PUNCT,O,O
Sentence: 10454,can,VERB,O,O
,you,PRON,O,O
,show,VERB,O,O
,me,PRON,O,O
,any,DET,O,O
,chart,NOUN,O,O
,or,CCONJ,O,O
,product,NOUN,B-visualization,O
,visualization,NOUN,I-visualization,O
,?,PUNCT,O,O
Sentence: 10455,ok,INTJ,O,O
,,PUNCT,O,O
,you,PRON,O,O
,can,VERB,O,O
,show,VERB,O,O
,me,PRON,O,O
,how,ADV,O,O
,i,PRON,O,O
,mean,VERB,O,O
,.,PUNCT,O,O
Sentence: 10456,i,PRON,O,O
,mean,VERB,O,O
,,PUNCT,O,O
,horizontal,ADJ,O,O
,i,PRON,O,O
,mean,VERB,O,O
,x,NOUN,O,O
,-,NOUN,O,O
,axis,NOUN,O,O
,?,PUNCT,O,O
Sentence: 10457,so,ADV,O,O
,on,ADP,O,O
,4,NUM,O,O
,neighborhood,NOUN,B-neighborhood,O
,and,CCONJ,O,O
,baddoer,PROPN,B-crime,O
,is,AUX,O,O
,a,DET,O,O
,Near,NOUN,B-neighborhood,O
,West,NOUN,I-neighborhood,O
,Side,NOUN,I-neighborhood,O
,of,ADP,O,O
,the,DET,O,O
,area,NOUN,O,O
,of,ADP,O,O
,14,NUM,O,O
,.,PUNCT,O,O
Sentence: 10458,and,CCONJ,O,O
,can,VERB,O,O
,you,PRON,O,O
,show,VERB,O,O
,me,PRON,O,O
,the,DET,O,O
,criminal,NOUN,B-crime,O
,behaviour,NOUN,I-crime,O
,with,ADP,O,O
,respect,NOUN,O,O
,for,ADP,O,O
,legal,PROPN,B-crime,O
,criminal,PROPN,I-crime,O
,?,PUNCT,O,O
Sentence: 10459,so,ADV,O,O
,on,ADP,O,O
,this,DET,O,O
,case,NOUN,O,O
,,PUNCT,O,O
,the,DET,O,O
,UIC,PROPN,B-neighborhood,O
,has,AUX,O,O
,a,DET,O,O
,maximum,ADJ,O,O
,convicted,NOUN,B-crime,O
,felon,NOUN,I-crime,O
,.,PUNCT,O,O
Sentence: 10460,after,ADP,O,O
,the,DET,O,O
,UIC,PROPN,B-neighborhood,O
,and,CCONJ,O,O
,Near,PROPN,B-neighborhood,O
,West,PROPN,I-neighborhood,O
,and,CCONJ,O,O
,the,DET,O,O
,ctx,NOUN,O,O
,,PUNCT,O,O
,it,PRON,O,O
,seems,VERB,O,O
,to,PART,O,O
,be,AUX,O,O
,the,DET,O,O
,safest,ADJ,O,O
,out,SCONJ,O,O
,of,ADP,O,O
,four,NUM,O,O
,.,PUNCT,O,O
Sentence: 10461,can,VERB,O,O
,you,PRON,O,O
,tell,VERB,O,O
,me,PRON,O,O
,how,ADV,O,O
,a,DET,O,O
,criminal,PROPN,B-crime,O
,behavior,PROPN,I-crime,O
,is,AUX,O,O
,in,ADP,O,O
,the,DET,O,O
,University,NOUN,B-neighborhood,O
,of,NOUN,I-neighborhood,O
,Illinois,NOUN,I-neighborhood,O
,at,NOUN,I-neighborhood,O
,Chicago,NOUN,I-neighborhood,O
,?,PUNCT,O,O
Sentence: 10462,it,PRON,O,O
,is,AUX,O,O
,processing,VERB,O,O
,.,PUNCT,O,O
Sentence: 10463,it,PRON,O,O
,looks,VERB,O,O
,like,SCONJ,O,O
,the,DET,O,O
,serious,NOUN,B-crime,O
,crime,NOUN,I-crime,O
,is,AUX,O,O
,in,ADP,O,O
,the,DET,O,O
