Sentence #,Word,POS,NER_Tag,RefExp_Tag
Sentence: 3646,all,ADV,O,O
,right,ADV,O,O
,,PUNCT,O,O
,let,VERB,O,O
,me,PRON,O,O
,think,VERB,O,O
,.,PUNCT,O,O
Sentence: 3647,i,PRON,O,O
,think,VERB,O,O
,i,PRON,O,O
,want,VERB,O,O
,to,PART,O,O
,start,VERB,O,O
,out,SCONJ,O,O
,of,ADP,O,O
,the,DET,O,O
,bathroom,NOUN,O,O
,,PUNCT,O,O
,and,CCONJ,O,O
,i,PRON,O,O
,am,AUX,O,O
,going,VERB,O,O
,to,PART,O,O
,try,VERB,O,O
,to,PART,O,O
,get,AUX,O,O
,more,ADV,O,O
,detailed,ADJ,O,O
,.,PUNCT,O,O
Sentence: 3648,as,SCONJ,O,O
,i,PRON,O,O
,am,AUX,O,O
,starting,VERB,O,O
,to,PART,O,O
,see,VERB,O,O
,,PUNCT,O,O
,i,PRON,O,O
,want,VERB,O,O
,to,PART,O,O
,see,VERB,O,O
,all,DET,O,O
,of,ADP,O,O
,breaking,NOUN,B-crime,O
,law,NOUN,I-crime,O
,that,DET,O,O
,divide,VERB,O,O
,by,ADP,O,O
,three,NUM,O,O
,main,ADJ,O,O
,areas,NOUN,O,O
,in,ADP,O,O
,the,DET,O,O
,Lincoln,NOUN,B-neighborhood,O
,Park,NOUN,I-neighborhood,O
,and,CCONJ,O,O
,the,DET,O,O
,west,NOUN,B-unk,O
,side,NOUN,I-unk,O
,.,PUNCT,O,O
Sentence: 3649,i,PRON,O,O
,thought,VERB,O,O
,you,PRON,O,O
,know,VERB,O,O
,to,PART,O,O
,start,VERB,O,O
,.,PUNCT,O,O
Sentence: 3650,it,PRON,O,O
,is,AUX,O,O
,actually,ADV,O,O
,a,DET,O,O
,problem,NOUN,O,O
,.,PUNCT,O,O
Sentence: 3651,what,PRON,O,O
,is,AUX,O,O
,it,PRON,O,O
,?,PUNCT,O,O
Sentence: 3652,what,PRON,O,O
,is,AUX,O,O
,this,DET,O,O
,definition,NOUN,O,O
,or,CCONJ,O,O
,what,PRON,O,O
,is,AUX,O,O
,the,DET,O,O
,definition,NOUN,O,O
,of,ADP,O,O
,it,PRON,O,O
,?,PUNCT,O,O
Sentence: 3653,here,ADV,O,O
,we,PRON,O,O
,go,VERB,O,O
,.,PUNCT,O,O
Sentence: 3654,ok,INTJ,O,O
,Near,ADV,B-neighborhood,O
,West,ADV,I-neighborhood,O
,Side,ADV,I-neighborhood,O
,.,PUNCT,O,O
Sentence: 3655,ok,INTJ,O,O
,Lincoln,ADJ,B-neighborhood,O
,Park,ADJ,I-neighborhood,O
,of,ADP,O,O
,the,PROPN,B-location,O
,hotel,PROPN,I-location,O
,will,VERB,O,O
,be,AUX,O,O
,able,ADJ,O,O
,to,PART,O,O
,see,VERB,O,O
,similar,ADJ,O,O
,division,NOUN,O,O
,between,ADP,O,O
,four,NUM,O,O
,quarter,NOUN,B-neighborhood,O
,,PUNCT,O,O
,but,CCONJ,O,O
,also,ADV,O,O
,track,VERB,O,O
,it,PRON,O,O
,is,AUX,O,O
,over,ADP,O,O
,the,DET,O,O
,other,ADJ,O,O
,year,ADP,B-year,O
,than,ADP,I-year,O
,2010,ADP,I-year,O
,,ADP,I-year,O
,for,ADP,I-year,O
,2010,ADP,I-year,O
,or,ADP,I-year,O
,not,ADP,I-year,O
,.,PUNCT,O,O
Sentence: 3656,see,VERB,O,O
,if,SCONJ,O,O
,everything,PRON,O,O
,has,AUX,O,O
,changed,VERB,O,O
,or,CCONJ,O,O
,as,SCONJ,O,O
,if,SCONJ,O,O
,any,DET,O,O
,of,ADP,O,O
,the,DET,O,O
,trend,NOUN,O,O
,is,AUX,O,O
,to,PART,O,O
,be,AUX,O,O
,changed,VERB,O,O
,.,PUNCT,O,O
Sentence: 3657,i,PRON,O,O
,guess,VERB,O,O
,that,DET,O,O
,is,AUX,O,O
,a,DET,O,O
,positive,ADJ,O,O
,sign,NOUN,O,O
,.,PUNCT,O,O
Sentence: 3658,okay,INTJ,O,O
,,PUNCT,O,O
,so,ADV,O,O
,it,PRON,O,O
,is,AUX,O,O
,best,ADJ,O,O
,if,SCONJ,O,O
,you,PRON,O,O
,start,VERB,O,O
,thinking,VERB,O,O
,.,PUNCT,O,O
Sentence: 3659,the,DET,O,O
,fact,NOUN,O,O
,that,SCONJ,O,O
,i,PRON,O,O
,want,VERB,O,O
,to,PART,O,O
,see,VERB,O,O
,what,PRON,O,O
,i,PRON,O,O
,want,VERB,O,O
,the,DET,O,O
,dumb,PROPN,B-crime,O
,criminal,PROPN,I-crime,O
,is,AUX,O,O
,in,ADP,O,O
,the,DET,O,O
,most,ADV,O,O
,recent,ADJ,O,O
,data,NOUN,O,O
,set,VERB,O,O
,out,ADP,O,O
,in,ADP,O,O
,2014,NUM,B-year,O
,.,PUNCT,O,O
Sentence: 3660,starting,VERB,O,O
,with,ADP,O,O
,that,DET,O,O
,.,PUNCT,O,O
Sentence: 3661,then,ADV,O,O
,we,PRON,O,O
,will,VERB,O,O
,see,VERB,O,O
,what,PRON,O,O
,this,DET,O,O
,shows,VERB,O,O
,and,CCONJ,O,O
,maybe,ADV,O,O
,those,DET,O,O
,and,CCONJ,O,O
,maybe,ADV,O,O
,in,ADP,O,O
,one,NUM,O,O
,way,NOUN,O,O
,,PUNCT,O,O
,it,PRON,O,O
,might,VERB,O,O
,be,AUX,O,O
,good,ADJ,O,O
,to,PART,O,O
,see,VERB,O,O
,trends,NOUN,O,O
,.,PUNCT,O,O
Sentence: 3662,it,PRON,O,O
,seems,VERB,O,O
,like,SCONJ,O,O
,that,DET,O,O
,,PUNCT,O,O
,i,PRON,O,O
,guess,VERB,O,O
,what,PRON,O,O
,you,PRON,O,O
,are,AUX,O,O
,going,VERB,O,O
,to,PART,O,O
,expect,VERB,O,O
,.,PUNCT,O,O
Sentence: 3663,you,PRON,O,O
,can,VERB,O,O
,look,VERB,O,O
,at,ADP,O,O
,it,PRON,O,O
,as,SCONJ,O,O
,a,DET,O,O
,trespass,NOUN,B-crime,O
,.,PUNCT,O,O
Sentence: 3664,or,CCONJ,O,O
,first,ADV,O,O
,of,ADP,O,O
,all,DET,O,O
,i,PRON,O,O
,was,AUX,O,O
,really,ADV,O,O
,looking,VERB,O,O
,at,ADP,O,O
,it,PRON,O,O
,as,SCONJ,O,O
,a,DET,O,O
,trend,NOUN,O,O
,,PUNCT,O,O
,but,CCONJ,O,O
,the,DET,O,O
,effect,NOUN,O,O
,seems,VERB,O,O
,really,ADV,O,O
,great,ADJ,O,O
,right,ADV,O,O
,now,ADV,O,O
,,PUNCT,O,O
,so,ADV,O,O
,i,PRON,O,O
,look,VERB,O,O
,like,SCONJ,O,O
,a,DET,O,O
,curious,ADJ,O,O
,look,NOUN,O,O
,at,ADP,O,O
,it,PRON,O,O
,.,PUNCT,O,O
Sentence: 3665,how,ADV,O,O
,do,AUX,O,O
,you,PRON,O,O
,show,VERB,O,O
,an,DET,O,O
,appearance,NOUN,O,O
,to,ADP,O,O
,someone,PRON,O,O
,in,ADP,O,O
,the,DET,O,O
,geographical,NOUN,B-location,O
,place,NOUN,I-location,O
,of,ADP,O,O
,a,DET,O,O
,grocery,NOUN,B-location,O
,food,NOUN,I-location,O
,store,NOUN,I-location,O
,?,PUNCT,O,O
Sentence: 3666,this,DET,O,O
,will,VERB,O,O
,be,AUX,O,O
,quite,ADV,O,O
,a,DET,O,O
,great,ADJ,O,O
,day,NOUN,B-day,O
,to,PART,O,O
,determine,VERB,O,O
,where,ADV,O,O
,people,NOUN,O,O
,in,ADP,O,O
,terms,NOUN,O,O
,of,ADP,O,O
,police,NOUN,B-unk,O
,officers,NOUN,I-unk,O
,.,PUNCT,O,O
Sentence: 3667,i,PRON,O,O
,think,VERB,O,O
,actually,ADV,O,O
,.,PUNCT,O,O
Sentence: 3668,all,ADV,O,O
,right,ADV,O,O
,,PUNCT,O,O
,so,ADV,O,O
,the,DET,O,O
,cta,PROPN,B-location,O
,platform,PROPN,I-location,O
,and,CCONJ,O,O
,the,DET,O,O
,retail,ADJ,B-location,O
,store,ADJ,I-location,O
,do,AUX,O,O
,so,ADV,O,O
,well,ADV,O,O
,.,PUNCT,O,O
Sentence: 3669,we,PRON,O,O
,know,VERB,O,O
,it,PRON,O,O
,.,PUNCT,O,O
Sentence: 3670,first,ADV,O,O
,start,VERB,O,O
,around,ADV,O,O
,on,ADP,O,O
,time,NOUN,B-time,O
,on,ADP,O,O
,the,DET,O,O
,time,NOUN,B-time,O
,when,ADV,O,O
,do,AUX,O,O
,all,DET,O,O
,the,DET,O,O
,theft,NOUN,B-crime,O
,usually,ADV,O,O
,occur,VERB,O,O
,in,ADP,O,O
,general,ADJ,O,O
,?,PUNCT,O,O
Sentence: 3671,ok,INTJ,O,O
,,PUNCT,O,O
,so,ADV,O,O
,we,PRON,O,O
,thought,VERB,O,O
,it,PRON,O,O
,is,AUX,O,O
,pretty,ADV,O,O
,obvious,ADJ,O,O
,,PUNCT,O,O
,but,CCONJ,O,O
,at,ADP,O,O
,least,ADJ,O,O
,it,PRON,O,O
,is,AUX,O,O
,not,PART,O,O
,for,ADP,O,O
,the,DET,O,O
,illegal,X,B-crime,O
,and,X,I-crime,O
,punishable,X,I-crime,O
,crime,X,I-crime,O
,that,DET,O,O
,public,NOUN,B-crime,O
,indecency,NOUN,I-crime,O
,on,ADP,O,O
,the,DET,O,O
,garage,NOUN,B-location,O
,are,AUX,O,O
,especially,ADV,O,O
,in,ADP,O,O
,12,NUM,O,O
,a.m,NOUN,O,O
,.,PUNCT,O,O
Sentence: 3672,especially,ADV,O,O
,for,ADP,O,O
,something,PRON,O,O
,like,SCONJ,O,O
,assault,NOUN,B-crime,O
,who,PRON,O,O
,could,VERB,O,O
,have,AUX,O,O
,gone,VERB,O,O
,to,ADP,O,O
,this,DET,O,O
,abandoned,NOUN,B-location,O
,building,NOUN,I-location,O
,,PUNCT,O,O
,being,AUX,O,O
,a,DET,O,O
,more,ADV,O,O
,hiding,NOUN,B-unk,O
,patrol,NOUN,I-unk,O
,and,CCONJ,O,O
,larger,ADJ,O,O
,police,NOUN,B-unk,O
,officers,NOUN,I-unk,O
,.,PUNCT,O,O
Sentence: 3673,i,PRON,O,O
,will,VERB,O,O
,go,VERB,O,O
,.,PUNCT,O,O
Sentence: 3674,so,ADV,O,O
,it,PRON,O,O
,sounds,VERB,O,O
,more,ADV,O,O
,a,DET,O,O
,bit,NOUN,O,O
,bigger,ADJ,O,O
,?,PUNCT,O,O
Sentence: 3675,you,PRON,O,O
,look,VERB,O,O
,like,SCONJ,O,O
,garage,NOUN,B-location,O
,.,PUNCT,O,O
Sentence: 3676,now,ADV,O,O
,we,PRON,O,O
,know,VERB,O,O
,that,SCONJ,O,O
,for,ADP,O,O
,a,DET,O,O
,case,NOUN,O,O
,of,ADP,O,O
,alcohol,NUM,B-crime,O
,intoxication,NUM,I-crime,O
,and,CCONJ,O,O
,the,DET,O,O
,general,ADJ,O,O
,data,NOUN,O,O
,set,VERB,O,O
,out,ADP,O,O
,in,ADP,O,O
,general,ADJ,O,O
,state,ADJ,B-unk,O
,-,ADJ,I-unk,O
,general,ADJ,I-unk,O
,and,CCONJ,O,O
,several,ADJ,O,O
,other,ADJ,O,O
,residence,PROPN,B-location,O
,garage,PROPN,I-location,O
,are,AUX,O,O
,like,SCONJ,O,O
,hot,ADJ,O,O
,restaurant,NOUN,B-location,O
,.,PUNCT,O,O
Sentence: 3677,it,PRON,O,O
,looks,VERB,O,O
,like,SCONJ,O,O
,a,DET,O,O
,little,ADJ,O,O
,bit,NOUN,O,O
,of,ADP,O,O
,a,DET,O,O
,high,ADJ,O,O
,mile,NOUN,O,O
,or,CCONJ,O,O
,a,DET,O,O
,intimidation,NOUN,B-crime,O
,.,PUNCT,O,O
Sentence: 3678,what,PRON,O,O
,i,PRON,O,O
,am,AUX,O,O
,thinking,VERB,O,O
,is,AUX,O,O
,that,DET,O,O
,general,ADJ,O,O
,,PUNCT,O,O
,i,PRON,O,O
,think,VERB,O,O
,i,PRON,O,O
,am,AUX,O,O
,at,ADP,O,O
,any,DET,O,O
,point,NOUN,O,O
,in,ADP,O,O
,what,PRON,O,O
,i,PRON,O,O
,want,VERB,O,O
,to,PART,O,O
,think,VERB,O,O
,about,ADP,O,O
,is,AUX,O,O
,if,SCONJ,O,O
,there,PRON,O,O
,is,AUX,O,O
,a,DET,O,O
,change,NOUN,O,O
,in,ADP,O,O
,the,DET,O,O
,history,NOUN,O,O
,of,ADP,O,O
,one,NUM,O,O
,area,NOUN,O,O
,history,NOUN,O,O
,,PUNCT,O,O
,but,CCONJ,O,O
,recently,ADV,O,O
,there,PRON,O,O
,has,AUX,O,O
,a,DET,O,O
,difference,NOUN,O,O
,...,PUNCT,O,O
,.,PUNCT,O,O
Sentence: 3679,in,ADP,O,O
,terms,NOUN,O,O
,of,ADP,O,O
,learning,NOUN,O,O
,,PUNCT,O,O
,we,PRON,O,O
,are,AUX,O,O
,in,ADP,O,O
,a,DET,O,O
,street,NOUN,B-location,O
,of,ADP,O,O
,kidnapping,NOUN,B-crime,O
,that,SCONJ,O,O
,we,PRON,O,O
,are,AUX,O,O
,going,VERB,O,O
,to,PART,O,O
,keep,VERB,O,O
,,PUNCT,O,O
,but,CCONJ,O,O
,this,DET,O,O
,is,AUX,O,O
,the,DET,O,O
,point,NOUN,O,O
,of,ADP,O,O
,finding,VERB,O,O
,some,DET,O,O
,areas,NOUN,O,O
,of,ADP,O,O
,the,DET,O,O
,areas,NOUN,O,O
,.,PUNCT,O,O
Sentence: 3680,okay,INTJ,O,O
,,PUNCT,O,O
,no,INTJ,O,O
,.,PUNCT,O,O
Sentence: 3681,it,PRON,O,O
,is,AUX,O,O
,okay,ADJ,O,O
,.,PUNCT,O,O
Sentence: 3682,if,SCONJ,O,O
,a,DET,O,O
,data,NOUN,O,O
,had,AUX,O,O
,a,DET,O,O
,lot,NOUN,O,O
,of,ADP,O,O
,things,NOUN,O,O
,,PUNCT,O,O
,it,PRON,O,O
,was,AUX,O,O
,a,DET,O,O
,great,ADJ,O,O
,deal,NOUN,O,O
,of,ADP,O,O
,fact,NOUN,O,O
,that,SCONJ,O,O
,the,DET,O,O
,most,ADV,O,O
,popular,ADJ,O,O
,unlawful,NOUN,B-crime,O
,were,AUX,O,O
,actually,ADV,O,O
,,PUNCT,O,O
,because,SCONJ,O,O
,that,DET,O,O
,would,VERB,O,O
,be,AUX,O,O
,a,DET,O,O
,standard,ADJ,O,O
,extent,NOUN,O,O
,that,SCONJ,O,O
,the,DET,O,O
,police,NOUN,O,O
,would,VERB,O,O
,be,AUX,O,O
,a,DET,O,O
,criminal,NOUN,B-crime,O
,that,DET,O,O
,would,VERB,O,O
,be,AUX,O,O
,pretty,ADV,O,O
,real,ADJ,O,O
,...,PUNCT,O,O
,...,PUNCT,O,O
,there,PRON,O,O
,would,VERB,O,O
,be,AUX,O,O
,a,DET,O,O
,kind,NOUN,O,O
,of,ADP,O,O
,a,DET,O,O
,kind,NOUN,B-crime,O
,of,NOUN,I-crime,O
,crime,NOUN,I-crime,O
,that,DET,O,O
,would,VERB,O,O
,be,AUX,O,O
,much,ADJ,O,O
,of,ADP,O,O
,a,DET,O,O
,common,ADJ,O,O
