Sentence #,Word,POS,NER_Tag,RefExp_Tag
Sentence: 7176,so,ADV,O,O
,show,VERB,O,O
,me,PRON,O,O
,the,PROPN,B-year,O
,year,PROPN,I-year,O
,that,DET,O,O
,are,AUX,O,O
,in,ADP,O,O
,the,DET,O,O
,street,NOUN,B-location,O
,of,ADP,O,O
,railway,PROPN,B-location,O
,platform,PROPN,I-location,O
,.,PUNCT,O,O
Sentence: 7177,what,DET,O,O
,question,NOUN,O,O
,would,VERB,O,O
,you,PRON,O,O
,like,VERB,O,O
,to,PART,O,O
,answer,VERB,O,O
,?,PUNCT,O,O
Sentence: 7178,yes,INTJ,O,O
,,PUNCT,O,O
,i,PRON,O,O
,will,VERB,O,O
,be,AUX,O,O
,right,ADV,O,O
,there,ADV,O,O
,.,PUNCT,O,O
Sentence: 7179,i,PRON,O,O
,believe,VERB,O,O
,grocery,PROPN,B-location,O
,store,PROPN,I-location,O
,are,AUX,O,O
,in,ADP,O,O
,the,DET,O,O
,session,NOUN,O,O
,from,ADP,O,O
,several,ADJ,O,O
,year,NOUN,B-year,O
,and,CCONJ,O,O
,then,ADV,O,O
,park,NOUN,B-location,O
,are,AUX,O,O
,released,VERB,O,O
,.,PUNCT,O,O
Sentence: 7180,i,PRON,O,O
,wonder,VERB,O,O
,if,SCONJ,O,O
,legal,NOUN,B-crime,O
,crime,NOUN,I-crime,O
,changes,VERB,O,O
,around,ADP,O,O
,el,PROPN,B-location,O
,in,ADP,O,O
,sessions,NOUN,O,O
,of,ADP,O,O
,356,NUM,O,O
,and,CCONJ,O,O
,a,DET,O,O
,park,NOUN,B-location,O
,,PUNCT,O,O
,which,DET,O,O
,crimes,NOUN,B-crime,O
,are,AUX,O,O
,more,ADV,O,O
,frequently,ADV,O,O
,in,ADP,O,O
,session,NOUN,O,O
,.,PUNCT,O,O
Sentence: 7181,a,DET,O,O
,illegal,PROPN,B-crime,O
,and,PROPN,I-crime,O
,punishable,PROPN,I-crime,O
,and,CCONJ,O,O
,the,DET,O,O
,time,NOUN,B-time,O
,looks,VERB,O,O
,like,SCONJ,O,O
,a,DET,O,O
,day,NOUN,B-day,O
,.,PUNCT,O,O
Sentence: 7182,yeah,INTJ,O,O
,,PUNCT,O,O
,that,DET,O,O
,is,AUX,O,O
,much,ADV,O,O
,more,ADV,O,O
,useful,ADJ,O,O
,.,PUNCT,O,O
Sentence: 7183,that,DET,O,O
,is,AUX,O,O
,interesting,ADJ,O,O
,.,PUNCT,O,O
Sentence: 7184,there,PRON,O,O
,is,AUX,O,O
,no,DET,O,O
,age,NOUN,O,O
,of,ADP,O,O
,data,NOUN,O,O
,.,PUNCT,O,O
Sentence: 7185,it,PRON,O,O
,is,AUX,O,O
,okay,ADJ,O,O
,.,PUNCT,O,O
Sentence: 7186,the,DET,O,O
,biggest,ADJ,O,O
,unlawful,ADJ,B-crime,O
,resisting,NOUN,B-crime,O
,arrest,NOUN,I-crime,O
,are,AUX,O,O
,obscenity,NOUN,B-crime,O
,.,PUNCT,O,O
Sentence: 7187,and,CCONJ,O,O
,they,PRON,O,O
,appear,VERB,O,O
