Sentence #,Word,POS,NER_Tag,RefExp_Tag
Sentence: 4083,which,DET,O,O
,one,NUM,O,O
,of,ADP,O,O
,the,DET,O,O
,ones,NOUN,O,O
,i,PRON,O,O
,do,AUX,O,O
,not,PART,O,O
,know,VERB,O,O
,.,PUNCT,O,O
Sentence: 4084,i,PRON,O,O
,would,VERB,O,O
,like,VERB,O,O
,to,PART,O,O
,know,VERB,O,O
,what,PRON,O,O
,the,DET,O,O
,biggest,ADJ,O,O
,arson,NOUN,B-crime,O
,of,ADP,O,O
,the,DET,O,O
,robbery,NOUN,B-crime,O
,people,NOUN,I-crime,O
,,PUNCT,O,O
,after,ADP,O,O
,which,DET,O,O
,cause,VERB,O,O
,burglary,NOUN,B-crime,O
,,PUNCT,O,O
,i,PRON,O,O
,guess,VERB,O,O
,where,ADV,O,O
,to,PART,O,O
,feel,VERB,O,O
,the,DET,O,O
,feeling,NOUN,O,O
,of,ADP,O,O
,fear,NOUN,O,O
,?,PUNCT,O,O
Sentence: 4085,when,ADV,O,O
,walking,VERB,O,O
,down,ADP,O,O
,the,DET,O,O
,elevator,NOUN,B-location,O
,.,PUNCT,O,O
Sentence: 4086,and,CCONJ,O,O
,i,PRON,O,O
,would,VERB,O,O
,probably,ADV,O,O
,limit,VERB,O,O
,it,PRON,O,O
,to,ADP,O,O
,the,DET,O,O
,cta,PROPN,B-location,O
,garage,PROPN,I-location,O
,when,ADV,O,O
,you,PRON,O,O
,get,VERB,O,O
,the,DET,O,O
,closer,ADJ,O,O
,currency,NOUN,B-location,O
,exchange,NOUN,I-location,O
,in,ADP,O,O
,the,DET,O,O
,building,NOUN,O,O
,.,PUNCT,O,O
Sentence: 4087,just,ADV,O,O
,interest,NOUN,O,O
,it,PRON,O,O
,might,VERB,O,O
,be,AUX,O,O
,good,ADJ,O,O
,to,PART,O,O
,see,VERB,O,O
,how,ADV,O,O
,kind,ADV,O,O
,of,ADV,O,O
,violent,ADJ,O,O
,hoodlum,NOUN,B-crime,O
,would,VERB,O,O
,be,AUX,O,O
,a,DET,O,O
,bit,NOUN,O,O
,of,ADP,O,O
,a,DET,O,O
,offense,NOUN,B-crime,O
,.,PUNCT,O,O
Sentence: 4088,have,AUX,O,O
,you,PRON,O,O
,ever,ADV,O,O
,heard,VERB,O,O
,that,DET,O,O
,?,PUNCT,O,O
Sentence: 4089,so,ADV,O,O
,you,PRON,O,O
,think,VERB,O,O
,there,PRON,O,O
,is,AUX,O,O
,a,DET,O,O
,lot,NOUN,O,O
,of,ADP,O,O
,money,NOUN,O,O
,in,ADP,O,O
,the,PROPN,B-unk,O
,loop,PROPN,I-unk,O
,,PUNCT,O,O
,so,CCONJ,O,O
,there,PRON,O,O
,is,AUX,O,O
,a,DET,O,O
,hoodlum,NOUN,B-crime,O
,.,PUNCT,O,O
