Sentence #,Word,POS,NER_Tag,RefExp_Tag
Sentence: 1226,So,ADV,O,O
,that,DET,O,O
,is,AUX,O,O
,alright,ADJ,O,O
,.,PUNCT,O,O
Sentence: 1227,I,PRON,O,O
,want,VERB,O,O
,to,PART,O,O
,see,VERB,O,O
,the,DET,O,O
,general,ADJ,O,O
,spread,NOUN,O,O
,of,ADP,O,O
,the,DET,O,O
,crime,NOUN,B-crime,O
,type,NOUN,I-crime,O
,intimidation,NOUN,B-crime,O
,around,ADP,O,O
,UIC,NOUN,B-neighborhood,O
,area,NOUN,I-neighborhood,O
,spread,VERB,O,O
,by,ADP,O,O
,day,NOUN,B-day,O
,of,ADP,O,O
,the,DET,O,O
,week,NOUN,O,O
,?,PUNCT,O,O
Sentence: 1228,Ok,INTJ,O,O
,I,PRON,O,O
,was,AUX,O,O
,hoping,VERB,O,O
,to,PART,O,O
,see,VERB,O,O
,a,DET,O,O
,big,ADJ,O,O
,increase,NOUN,O,O
,on,ADP,O,O
,Fridays,NOUN,B-day,O
,but,CCONJ,O,O
,let,VERB,O,O
,us,PRON,O,O
,see,VERB,O,O
,if,SCONJ,O,O
,we,PRON,O,O
,can,VERB,O,O
,find,VERB,O,O
,something,PRON,O,O
,related,VERB,O,O
,to,ADP,O,O
,that,DET,O,O
,.,PUNCT,O,O
Sentence: 1229,for,ADP,O,O
,the,DET,O,B-ref
,same,ADJ,O,I-ref
,spread,NOUN,O,I-ref
,that,DET,O,O
,is,AUX,O,O
,of,ADP,O,O
,the,DET,O,O
,day,NOUN,B-day,O
,of,ADP,O,O
,the,DET,O,O
,week,NOUN,O,O
,can,VERB,O,O
,I,PRON,O,O
,have,AUX,O,O
,another,DET,O,O
,visualization,NOUN,B-visualization,O
,by,ADP,O,O
,by,ADP,O,O
,the,DET,O,O
,side,NOUN,O,O
,of,ADP,O,O
,this,DET,O,O
,one,NOUN,O,O
,which,DET,O,O
,tells,VERB,O,O
,me,PRON,O,O
,all,DET,O,O
,about,ADP,O,O
,public,NOUN,B-crime,O
,peace,NOUN,I-crime,O
,violation,NOUN,I-crime,O
