Sentence #,Word,POS,NER_Tag,RefExp_Tag
Sentence: 10593,which,DET,O,O
,i,PRON,O,O
,did,AUX,O,O
,not,PART,O,O
,know,VERB,O,O
,about,ADP,O,O
,what,PRON,O,O
,kind,NOUN,O,O
,of,ADP,O,O
,thing,NOUN,O,O
,i,PRON,O,O
,do,AUX,O,O
,not,PART,O,O
,know,VERB,O,O
,.,PUNCT,O,O
Sentence: 10594,i,PRON,O,O
,would,VERB,O,O
,like,VERB,O,O
,to,PART,O,O
,know,VERB,O,O
,what,PRON,O,O
,the,DET,O,O
,biggest,ADJ,O,O
,kidnapping,NOUN,B-crime,O
,of,ADP,O,O
,the,DET,O,O
,narcotics,NOUN,B-crime,O
,people,NOUN,I-crime,O
,,PUNCT,O,O
,after,ADP,O,O
,which,DET,O,O
,cause,VERB,O,O
,ritualism,NOUN,B-crime,O
,,PUNCT,O,O
,i,PRON,O,O
,guess,VERB,O,O
,where,ADV,O,O
,to,PART,O,O
,feel,VERB,O,O
,the,DET,O,O
,feeling,NOUN,O,O
,of,ADP,O,O
,fear,NOUN,O,O
,?,PUNCT,O,O
Sentence: 10595,when,ADV,O,O
,the,DET,O,O
,retail,PROPN,B-location,O
,store,PROPN,I-location,O
,goes,VERB,O,O
,down,ADP,O,O
,the,DET,O,O
,grocery,NOUN,B-location,O
,store,NOUN,I-location,O
,.,PUNCT,O,O
Sentence: 10596,and,CCONJ,O,O
,i,PRON,O,O
,would,VERB,O,O
,probably,ADV,O,O
,limit,VERB,O,O
,the,DET,O,O
,cta,NOUN,B-location,O
,other,NOUN,I-location,O
,property,NOUN,I-location,O
,when,ADV,O,O
,you,PRON,O,O
,get,VERB,O,O
,in,ADP,O,O
,the,DET,O,O
,vacant,PROPN,B-location,O
,land,PROPN,I-location,O
,,PUNCT,O,O
,it,PRON,O,O
,is,AUX,O,O
,usually,ADV,O,O
,more,ADJ,O,O
,security,NOUN,O,O
,.,PUNCT,O,O
Sentence: 10597,i,PRON,O,O
,just,ADV,O,O
,intrigued,VERB,O,O
,them,PRON,O,O
,because,SCONJ,O,O
,yeah,INTJ,O,O
,it,PRON,O,O
,would,VERB,O,O
,be,AUX,O,O
,good,ADJ,O,O
,to,PART,O,O
,see,VERB,O,O
,it,PRON,O,O
,as,SCONJ,O,O
,if,SCONJ,O,O
,it,PRON,O,O
,were,AUX,O,O
,like,SCONJ,O,O
,a,DET,O,O
,gangster,NOUN,B-crime,O
,of,ADP,O,O
,violent,ADJ,O,O
,offence,NOUN,B-crime,O
,.,PUNCT,O,O
,just,ADV,O,O
,to,PART,O,O
,see,VERB,O,O
,it,PRON,O,O
,in,ADP,O,O
,general,ADJ,O,O
,.,PUNCT,O,O
Sentence: 10598,why,ADV,O,O
,do,AUX,O,O
,you,PRON,O,O
,always,ADV,O,O
,hear,VERB,O,O
,?,PUNCT,O,O
Sentence: 10599,so,ADV,O,O
,you,PRON,O,O
,think,VERB,O,O
,there,PRON,O,O
,is,AUX,O,O
,a,DET,O,O
,lot,NOUN,O,O
,of,ADP,O,O
,money,NOUN,O,O
,in,ADP,O,O
,the,PROPN,B-unk,O
,loop,PROPN,I-unk,O
,that,SCONJ,O,O
,there,PRON,O,O
,is,AUX,O,O
,a,DET,O,O
,lot,NOUN,O,O
,less,ADJ,O,O
,criminal,PROPN,B-crime,O
,behavior,PROPN,I-crime,O
,.,PUNCT,O,O
Sentence: 10600,evil,NOUN,B-crime,O
,deed,NOUN,I-crime,O
,is,AUX,O,O
,criminal,PROPN,B-crime,O
,behaviour,PROPN,I-crime,O
,.,PUNCT,O,O
Sentence: 10601,so,ADV,O,O
,this,DET,O,O
