Sentence #,Word,POS,NER_Tag,RefExp_Tag
Sentence: 5293,which,DET,O,O
,cta,PROPN,B-location,O
,platform,PROPN,I-location,O
,has,AUX,O,O
,the,DET,O,O
,highest,ADJ,O,O
,recorded,VERB,O,O
,breaking,NOUN,B-crime,O
,law,NOUN,I-crime,O
,?,PUNCT,O,O
Sentence: 5294,so,ADV,O,O
,i,PRON,O,O
,see,VERB,O,O
,it,PRON,O,O
,,PUNCT,O,O
,the,DET,O,O
,UIC,PROPN,B-neighborhood,O
,has,AUX,O,O
,a,DET,O,O
,highest,ADJ,O,O
,local,PROPN,B-crime,O
,crime,PROPN,I-crime,O
,.,PUNCT,O,O
Sentence: 5295,how,ADV,O,O
,can,VERB,O,O
,i,PRON,O,O
,see,VERB,O,O
,a,DET,O,O
,intersection,NOUN,O,O
,between,ADP,O,O
,the,DET,O,O
,river,NOUN,O,O
,and,CCONJ,O,O
,the,DET,O,O
,small,PROPN,B-location,O
,retail,PROPN,I-location,O
,store,PROPN,I-location,O
,and,CCONJ,O,O
,department,PROPN,B-location,O
,store,PROPN,I-location,O
,of,ADP,O,O
,the,DET,O,O
,aircraft,NOUN,B-location,O
,?,PUNCT,O,O
Sentence: 5296,so,ADV,O,O
,does,AUX,O,O
,the,DET,O,O
,status,NOUN,O,O
,change,NOUN,O,O
,?,PUNCT,O,O
Sentence: 5297,how,ADV,O,O
,can,VERB,O,O
,we,PRON,O,O
,identify,VERB,O,O
,vicinity,NOUN,B-neighborhood,O
,?,PUNCT,O,O
,which,DET,O,O
,is,AUX,O,O
,the,PROPN,B-location,O
,hospital,PROPN,I-location,O
,and,CCONJ,O,O
,which,DET,O,O
,is,AUX,O,O
,a,DET,O,O
,cta,PROPN,B-location,O
,garage,PROPN,I-location,O
,?,PUNCT,O,O
Sentence: 5298,and,CCONJ,O,O
,i,PRON,O,O
,want,VERB,O,O
,to,PART,O,O
,know,VERB,O,O
,the,DET,O,O
,intersection,NOUN,O,O
,between,ADP,O,O
,the,DET,O,O
,UIC,PROPN,B-neighborhood,O
,,PUNCT,O,O
,where,ADV,O,O
,do,AUX,O,O
,you,PRON,O,O
,have,AUX,O,O
,the,DET,O,O
,largest,ADJ,O,O
,criminal,NOUN,B-crime,O
,in,ADP,O,O
,the,DET,O,O
,Near,NOUN,B-neighborhood,O
,West,NOUN,I-neighborhood,O
,Side,NOUN,I-neighborhood,O
,?,PUNCT,O,O
Sentence: 5299,are,AUX,O,O
,the,DET,O,O
,cta,X,B-location,O
,garage,X,I-location,O
,the,DET,O,O
,business,PROPN,B-location,O
,office,PROPN,I-location,O
,are,AUX,O,O
,the,DET,O,O
,garage,NOUN,B-location,O
,?,PUNCT,O,O
Sentence: 5300,which,DET,O,O
,the,DET,O,O
,river,NOUN,O,O
,Lincoln,NOUN,B-neighborhood,O
,Park,NOUN,I-neighborhood,O
,.,PUNCT,O,O
Sentence: 5301,so,CCONJ,O,O
,can,VERB,O,O
,you,PRON,O,O
,explain,VERB,O,O
,a,DET,O,O
,little,ADJ,O,O
,about,ADP,O,O
,what,PRON,O,O
,is,AUX,O,O
,this,DET,O,O
,infraction,NOUN,B-crime,O
,and,CCONJ,O,O
,this,DET,O,O
,driving,NOUN,B-crime,O
,under,NOUN,I-crime,O
,the,NOUN,I-crime,O
,influence,NOUN,I-crime,O
,?,PUNCT,O,O
Sentence: 5302,so,CCONJ,O,O
,there,PRON,O,O
,is,AUX,O,O
,a,DET,O,O
,burglary,NOUN,B-crime,O
,,PUNCT,O,O
,and,CCONJ,O,O
,so,ADV,O,O
,what,PRON,O,O
,kind,NOUN,O,O
,of,ADP,O,O
,non,PROPN,B-crime,O
,criminal,PROPN,I-crime,O
,is,AUX,O,O
,it,PRON,O,O
,?,PUNCT,O,O
Sentence: 5303,which,DET,O,O
,time,NOUN,B-time,O
,is,AUX,O,O
,the,DET,O,O
,criminally,ADV,B-crime,O
,?,PUNCT,O,O
Sentence: 5304,with,ADP,O,O
,the,DET,O,O
,chart,NOUN,O,O
,with,ADP,O,O
,the,DET,O,O
,last,ADJ,O,O
,chart,NOUN,O,O
,i,PRON,O,O
,want,VERB,O,O
,to,PART,O,O
,know,VERB,O,O
,,PUNCT,O,O
,which,DET,O,O
