Sentence #,Word,POS,NER_Tag,RefExp_Tag
Sentence: 5562,let,VERB,O,O
,us,PRON,O,O
,see,VERB,O,O
,.,PUNCT,O,O
Sentence: 5563,i,PRON,O,O
,should,VERB,O,O
,probably,ADV,O,O
,let,VERB,O,O
,us,PRON,O,O
,start,VERB,O,O
,with,ADP,O,O
,the,DET,O,O
,activity,NOUN,O,O
,around,ADP,O,O
,Near,PROPN,B-neighborhood,O
,West,PROPN,I-neighborhood,O
,?,PUNCT,O,O
Sentence: 5564,let,VERB,O,O
,us,PRON,O,O
,see,VERB,O,O
,.,PUNCT,O,O
Sentence: 5565,is,AUX,O,O
,it,PRON,O,O
,working,VERB,O,O
,?,PUNCT,O,O
Sentence: 5566,just,ADV,O,O
,say,VERB,O,O
,my,DET,O,O
,thoughts,NOUN,O,O
,.,PUNCT,O,O
Sentence: 5567,it,PRON,O,O
,is,AUX,O,O
,processing,VERB,O,O
,so,SCONJ,O,O
,it,PRON,O,O
,works,VERB,O,O
,.,PUNCT,O,O
Sentence: 5568,this,DET,O,O
,thing,NOUN,O,O
,is,AUX,O,O
,exactly,ADV,O,O
,what,PRON,O,O
,it,PRON,O,O
,is,AUX,O,O
,.,PUNCT,O,O
Sentence: 5569,let,VERB,O,O
,us,PRON,O,O
,see,VERB,O,O
,the,DET,O,O
,capital,NOUN,O,O
,is,AUX,O,O
,specifically,ADV,O,O
,aimed,VERB,O,O
,at,ADP,O,O
,additional,ADJ,O,O
,law,NOUN,B-unk,O
,enforcement,NOUN,I-unk,O
,resources,NOUN,O,O
,to,PART,O,O
,prevent,VERB,O,O
,hoodlum,NOUN,B-crime,O
,and,CCONJ,O,O
,prevent,VERB,O,O
,criminal,PROPN,B-crime,O
,behaviour,PROPN,I-crime,O
,and,CCONJ,O,O
,must,VERB,O,O
,know,VERB,O,O
,which,DET,O,O
,areas,NOUN,O,O
,are,AUX,O,O
,available,ADJ,O,O
,to,ADP,O,O
,them,PRON,O,O
,.,PUNCT,O,O
Sentence: 5570,this,DET,O,O
,is,AUX,O,O
,all,DET,O,O
,neighborhood,NOUN,B-neighborhood,O
,this,DET,O,O
,is,AUX,O,O
,just,ADV,O,O
,Loop,PROPN,B-neighborhood,O
,.,PUNCT,O,O
Sentence: 5571,i,PRON,O,O
,am,AUX,O,O
,looking,VERB,O,O
,at,ADP,O,O
,the,DET,O,O
,canal,PROPN,O,O
,and,CCONJ,O,O
,roosevelt,PROPN,O,O
,.,PUNCT,O,O
Sentence: 5572,that,DET,O,O
,is,AUX,O,O
,really,ADV,O,O
,hot,ADJ,O,O
,.,PUNCT,O,O
Sentence: 5573,this,DET,O,O
,one,NOUN,O,O
,is,AUX,O,O
,really,ADV,O,O
,red,ADJ,O,O
,,PUNCT,O,O
,i,PRON,O,O
,can,VERB,O,O
,not,PART,O,O
,see,VERB,O,O
,the,DET,O,O
,dots,NOUN,O,O
,in,ADP,O,O
,the,DET,O,O
,way,NOUN,O,O
,it,PRON,O,O
,is,AUX,O,O
,.,PUNCT,O,O
Sentence: 5574,it,PRON,O,O
,is,AUX,O,O
,not,PART,O,O
,the,DET,O,O
,region,NOUN,B-neighborhood,O
,.,PUNCT,O,O
Sentence: 5575,let,VERB,O,O
,us,PRON,O,O
,see,VERB,O,O
,how,ADV,O,O
,i,PRON,O,O
,changed,VERB,O,O
,.,PUNCT,O,O
Sentence: 5576,i,PRON,O,O
,want,VERB,O,O
,to,PART,O,O
,take,VERB,O,O
,a,DET,O,O
,look,NOUN,O,O
,closer,ADJ,O,O
,to,ADP,O,O
,the,DET,O,O
,metro,NOUN,O,O
,in,ADP,O,O
,the,DET,O,O
,east,NOUN,O,O
,,PUNCT,O,O
,a,DET,O,O
,little,ADJ,O,O
,east,NOUN,O,O
,of,ADP,O,O
,greektown,PROPN,O,O
,.,PUNCT,O,O
Sentence: 5577,it,PRON,O,O
,is,AUX,O,O
,like,SCONJ,O,O
,the,DET,O,O
,river,NOUN,O,O
,.,PUNCT,O,O
Sentence: 5578,you,PRON,O,O
,can,VERB,O,O
,not,PART,O,O
,be,AUX,O,O
,in,ADP,O,O
,the,DET,O,O
,tone,NOUN,O,O
,.,PUNCT,O,O
Sentence: 5579,it,PRON,O,O
,is,AUX,O,O
,okay,ADJ,O,O
,.,PUNCT,O,O
Sentence: 5580,okay,INTJ,O,O
,,PUNCT,O,O
,cause,VERB,O,O
,this,DET,O,O
,is,AUX,O,O
,a,DET,O,O
,funky,ADJ,O,O
,elevated,NOUN,B-location,O
,train,NOUN,I-location,O
,.,PUNCT,O,O
Sentence: 5581,criminal,NOUN,B-crime,O
,irresponsibility,NOUN,I-crime,O
,is,AUX,O,O
,the,DET,O,O
,right,ADJ,O,O
,bus,PROPN,B-location,O
,station,PROPN,I-location,O
,in,ADP,O,O
,the,DET,O,O
,subway,NOUN,O,O
,.,PUNCT,O,O
Sentence: 5582,i,PRON,O,O
,think,VERB,O,O
,i,PRON,O,O
,have,AUX,O,O
,this,DET,O,O
,residence,PROPN,B-location,O
,garage,PROPN,I-location,O
,for,ADP,O,O
,columbine,PROPN,O,O
,that,DET,O,O
,would,VERB,O,O
,be,AUX,O,O
,nearby,ADV,O,O
,,PUNCT,O,O
,and,CCONJ,O,O
,this,DET,O,O
,looks,VERB,O,O
,like,SCONJ,O,O
,east,NOUN,B-unk,O
,campus,NOUN,I-unk,O
,,PUNCT,O,O
,as,SCONJ,O,O
,the,DET,O,O
,eastern,ADJ,O,O
,alley,NOUN,B-location,O
,.,PUNCT,O,O
Sentence: 5583,so,CCONJ,O,O
,let,VERB,O,O
,us,PRON,O,O
,take,VERB,O,O
,a,DET,O,O
,look,NOUN,O,O
,at,ADP,O,O
,the,PROPN,B-unk,O
,Loop,PROPN,I-unk,O
,?,PUNCT,O,O
Sentence: 5584,it,PRON,O,O
,is,AUX,O,O
,shrinking,VERB,O,O
,!,PUNCT,O,O
Sentence: 5585,it,PRON,O,O
,is,AUX,O,O
,so,ADV,O,O
,cool,ADJ,O,O
,.,PUNCT,O,O
Sentence: 5586,good,ADJ,O,O
,-,PUNCT,O,O
,bye,INTJ,O,O
,,PUNCT,O,O
,grown,ADJ,O,O
,maps,NOUN,O,O
,,PUNCT,O,O
,you,PRON,O,O
,are,AUX,O,O
,going,VERB,O,O
,to,PART,O,O
,have,AUX,O,O
,b,NOUN,O,O
,maps,NOUN,O,O
,.,PUNCT,O,O
Sentence: 5587,it,PRON,O,O
,is,AUX,O,O
,a,DET,O,O
,teenager,NOUN,O,O
,.,PUNCT,O,O
Sentence: 5588,it,PRON,O,O
,is,AUX,O,O
,not,PART,O,O
,red,ADJ,O,O
,,PUNCT,O,O
,but,CCONJ,O,O
,UUNNKK,PROPN,O,O
,is,AUX,O,O
,definitely,ADV,O,O
,red,ADJ,O,O
,avenue,PROPN,O,O
,.,PUNCT,O,O
Sentence: 5589,so,CCONJ,O,O
,it,PRON,O,O
,is,AUX,O,O
,more,ADV,O,O
,focused,ADJ,O,O
,around,ADP,O,O
,it,PRON,O,O
,is,AUX,O,O
,not,PART,O,O
,surprising,ADJ,O,O
,,PUNCT,O,O
,since,SCONJ,O,O
,this,DET,O,O
,is,AUX,O,O
,like,SCONJ,O,O
,shopping,NOUN,O,O
,and,CCONJ,O,O
,everything,PRON,O,O
,.,PUNCT,O,O
Sentence: 5590,it,PRON,O,O
,is,AUX,O,O
,a,DET,O,O
,nice,ADJ,O,O
,business,NOUN,B-location,O
,office,NOUN,I-location,O
,to,PART,O,O
,go,VERB,O,O
,.,PUNCT,O,O
Sentence: 5591,often,ADV,O,O
,i,PRON,O,O
,am,AUX,O,O
,not,PART,O,O
,sure,ADJ,O,O
,who,PRON,O,O
,has,AUX,O,O
,the,DET,O,O
,guts,NOUN,O,O
,to,PART,O,O
,do,AUX,O,O
,this,DET,O,O
,.,PUNCT,O,O
Sentence: 5592,except,SCONJ,O,O
,we,PRON,O,O
,thought,VERB,O,O
,i,PRON,O,O
,was,AUX,O,O
,spending,VERB,O,O
,all,DET,O,O
,the,DET,O,O
,nighter,NOUN,O,O
,once,ADV,O,O
,.,PUNCT,O,O
Sentence: 5593,but,CCONJ,O,O
,around,ADV,O,O
,4,NUM,O,O
,a.m,NOUN,O,O
,.,PUNCT,O,O
Sentence: 5594,so,CCONJ,O,O
,UUNNKK,PROPN,O,O
,i,PRON,O,O
,am,AUX,O,O
,saying,VERB,O,O
,we,PRON,O,O
,do,AUX,O,O
,the,DET,O,O
,perimeter,NOUN,O,O
,for,ADP,O,O
,the,PROPN,B-unk,O
,Loop,PROPN,I-unk,O
,we,PRON,O,O
,would,VERB,O,O
,certainly,ADV,O,O
,do,AUX,O,O
,a,DET,O,O
,Lincoln,NOUN,B-neighborhood,O
,Park,NOUN,I-neighborhood,O
,around,ADP,O,O
,this,DET,O,O
,construction,ADJ,B-location,O
,site,ADJ,I-location,O
,,PUNCT,O,O
,because,SCONJ,O,O
,it,PRON,O,O
,is,AUX,O,O
,concentrated,ADJ,O,O
,.,PUNCT,O,O
Sentence: 5595,that,DET,O,O
,is,AUX,O,O
,too,ADV,O,O
,much,ADV,O,O
,faster,ADV,O,O
,than,SCONJ,O,O
,i,PRON,O,O
,thought,VERB,O,O
,.,PUNCT,O,O
Sentence: 5596,i,PRON,O,O
,will,VERB,O,O
,see,VERB,O,O
,the,DET,O,O
,activity,NOUN,O,O
,of,ADP,O,O
,the,DET,O,O
,west,PROPN,O,O
,side,NOUN,O,O
,.,PUNCT,O,O
Sentence: 5597,i,PRON,O,O
,feel,VERB,O,O
,like,SCONJ,O,O
,it,PRON,O,O
,is,AUX,O,O
,so,ADV,O,O
,great,ADJ,O,O
,!,PUNCT,O,O
Sentence: 5598,let,VERB,O,O
,us,PRON,O,O
,see,VERB,O,O
,.,PUNCT,O,O
Sentence: 5599,i,PRON,O,O
,have,AUX,O,O
,to,PART,O,O
,look,VERB,O,O
,in,ADP,O,O
,the,DET,O,O
,convicted,NOUN,B-crime,O
,felon,NOUN,I-crime,O
,later,ADV,O,O
,.,PUNCT,O,O
Sentence: 5600,what,PRON,O,O
,construction,ADJ,B-location,O
,site,ADJ,I-location,O
,is,AUX,O,O
,that,DET,O,O
,?,PUNCT,O,O
Sentence: 5601,okay,INTJ,O,O
,,PUNCT,O,O
,so,ADV,O,O
,i,PRON,O,O
,can,VERB,O,O
,see,VERB,O,O
,the,DET,O,O
,settings,NOUN,O,O
,.,PUNCT,O,O
Sentence: 5602,i,PRON,O,O
,can,VERB,O,O
,say,VERB,O,O
,it,PRON,O,O
,looks,VERB,O,O
,much,ADV,O,O
,worse,ADJ,O,O
,.,PUNCT,O,O
Sentence: 5603,but,CCONJ,O,O
,we,PRON,O,O
,have,AUX,O,O
,problems,NOUN,O,O
,in,ADP,O,O
,this,DET,O,O
,line,NOUN,O,O
,.,PUNCT,O,O
Sentence: 5604,one,NUM,O,O
,in,ADP,O,O
,west,PROPN,O,O
,division,NOUN,O,O
,and,CCONJ,O,O
,one,NUM,O,O
,on,ADP,O,O
,the,DET,O,O
,77,NUM,O,O
,,PUNCT,O,O
,he,PRON,O,O
,looks,VERB,O,O
,like,SCONJ,O,O
,it,PRON,O,O
