Sentence #,Word,POS,NER_Tag,RefExp_Tag
Sentence: 7812,first,ADV,O,O
,i,PRON,O,O
,can,VERB,O,O
,.,PUNCT,O,O
Sentence: 7813,can,VERB,O,O
,you,PRON,O,O
,show,VERB,O,O
,me,PRON,O,O
,the,DET,O,O
,number,NOUN,O,O
,of,ADP,O,O
,crimes,NOUN,O,O
,in,ADP,O,O
,the,DET,O,O
,four,NUM,O,O
,River,NOUN,B-neighborhood,O
,North,NOUN,I-neighborhood,O
,?,PUNCT,O,O
Sentence: 7814,because,SCONJ,O,O
,i,PRON,O,O
,want,VERB,O,O
,to,PART,O,O
,see,VERB,O,O
,which,DET,O,O
,Near,PROPN,B-neighborhood,O
,West,PROPN,I-neighborhood,O
,is,AUX,O,O
,the,DET,O,O
,highest,ADJ,O,O
,felon,NOUN,B-crime,O
,.,PUNCT,O,O
Sentence: 7815,i,PRON,O,O
,want,VERB,O,O
,to,PART,O,O
,know,VERB,O,O
,exactly,ADV,O,O
,the,DET,O,O
,number,NOUN,O,O
,of,ADP,O,O
,different,ADJ,O,O
,illegal,PROPN,B-crime,O
,crime,PROPN,I-crime,O
,.,PUNCT,O,O
Sentence: 7816,it,PRON,O,O
,shows,VERB,O,O
,that,SCONJ,O,O
,the,DET,O,O
,driving,NOUN,B-crime,O
,under,NOUN,I-crime,O
,the,NOUN,I-crime,O
,influence,NOUN,I-crime,O
,of,ADP,O,O
,the,DET,O,O
,interference,PROPN,B-crime,O
,with,PROPN,I-crime,O
,public,PROPN,I-crime,O
,officer,PROPN,I-crime,O
,and,CCONJ,O,O
,criminal,PRON,B-crime,O
,damage,PRON,I-crime,O
,have,AUX,O,O
,the,DET,O,O
,highest,ADJ,O,O
,rate,NOUN,B-crime,O
,of,NOUN,I-crime,O
,crime,NOUN,I-crime,O
,.,PUNCT,O,O
Sentence: 7817,so,ADV,O,O
,that,DET,O,O
,means,VERB,O,O
,we,PRON,O,O
,should,VERB,O,O
,focus,VERB,O,O
,on,ADP,O,O
,these,DET,O,O
,illegal,NOUN,B-crime,O
,and,NOUN,I-crime,O
,punishable,NOUN,I-crime,O
,crime,NOUN,I-crime,O
,.,PUNCT,O,O
Sentence: 7818,so,CCONJ,O,O
,can,VERB,O,O
,you,PRON,O,O
,show,VERB,O,O
,me,PRON,O,O
,how,ADV,O,O
,many,ADJ,O,O
,crime,NOUN,B-crime,O
,have,AUX,O,O
,been,AUX,O,O
,induced,VERB,O,O
,at,ADP,O,O
,the,PROPN,B-year,O
,year,PROPN,I-year,O
,?,PUNCT,O,O
Sentence: 7819,so,ADV,O,O
,between,ADP,O,O
,12,NUM,O,O
,,PUNCT,O,O
,19,NUM,O,O
,,PUNCT,O,O
,we,PRON,O,O
,have,AUX,O,O
,a,DET,O,O
,big,ADJ,O,O
,punishable,PROPN,B-crime,O
,crime,PROPN,I-crime,O
,.,PUNCT,O,O
Sentence: 7820,i,PRON,O,O
,do,AUX,O,O
,not,PART,O,O
,need,VERB,O,O
,this,DET,O,O
,card,NOUN,O,O
,.,PUNCT,O,O
Sentence: 7821,but,CCONJ,O,O
,i,PRON,O,O
,want,VERB,O,O
,to,PART,O,O
,keep,VERB,O,O
,this,DET,O,O
,one,NUM,O,O
,more,ADJ,O,O
,thing,NOUN,O,O
,,PUNCT,O,O
,but,CCONJ,O,O
,it,PRON,O,O
,is,AUX,O,O
,better,ADJ,O,O
,to,PART,O,O
,get,AUX,O,O
,it,PRON,O,O
,.,PUNCT,O,O
Sentence: 7822,so,ADV,O,O
,,PUNCT,O,O
,can,VERB,O,O
,you,PRON,O,O
,set,VERB,O,O
,the,DET,O,O
,same,ADJ,O,O
,chart,NOUN,O,O
,for,ADP,O,O
,the,PROPN,B-year,O
,year,PROPN,I-year,O
,of,ADP,O,O
,the,DET,O,O
,month,NOUN,O,O
,?,PUNCT,O,O
Sentence: 7823,so,ADV,O,O
,much,ADJ,O,O
,of,ADP,O,O
,the,DET,O,O
,criminal,PROPN,B-crime,O
,offense,PROPN,I-crime,O
,at,ADP,O,O
,friday,PROPN,B-day,O
,and,CCONJ,O,O
,saturdays,PROPN,B-day,O
,were,AUX,O,O
,higher,ADJ,O,O
,than,SCONJ,O,O
,other,ADJ,O,O
,time,NOUN,B-time,O
,.,PUNCT,O,O
Sentence: 7824,i,PRON,O,O
,do,AUX,O,O
,not,PART,O,O
,need,VERB,O,O
,this,DET,O,O
,one,NOUN,O,O
,,PUNCT,O,O
,but,CCONJ,O,O
,i,PRON,O,O
,want,VERB,O,O
,to,PART,O,O
,keep,VERB,O,O
,this,DET,O,O
