Sentence #,Word,POS,NER_Tag,RefExp_Tag
Sentence: 6628,so,CCONJ,O,O
,if,SCONJ,O,O
,i,PRON,O,O
,want,VERB,O,O
,to,PART,O,O
,do,AUX,O,O
,this,DET,O,O
,job,NOUN,O,O
,,PUNCT,O,O
,i,PRON,O,O
,have,AUX,O,O
,to,PART,O,O
,go,VERB,O,O
,to,ADP,O,O
,a,DET,O,O
,offence,NOUN,B-crime,O
,,PUNCT,O,O
,now,ADV,O,O
,i,PRON,O,O
,know,VERB,O,O
,a,DET,O,O
,legal,NOUN,B-crime,O
,crime,NOUN,I-crime,O
,.,PUNCT,O,O
Sentence: 6629,yes,INTJ,O,O
,,PUNCT,O,O
,that,DET,O,O
,is,AUX,O,O
,okay,ADJ,O,O
,.,PUNCT,O,O
Sentence: 6630,yeah,INTJ,O,O
,,PUNCT,O,O
,so,ADV,O,O
,i,PRON,O,O
,can,VERB,O,O
,see,VERB,O,O
,what,PRON,O,O
,is,AUX,O,O
,going,VERB,O,O
,on,ADP,O,O
,here,ADV,O,O
,.,PUNCT,O,O
Sentence: 6631,what,PRON,O,O
,would,VERB,O,O
,this,DET,O,O
,school,NOUN,B-location,O
,have,AUX,O,O
,to,PART,O,O
,be,AUX,O,O
,such,DET,O,O
,a,DET,O,O
,lot,NOUN,O,O
,of,ADP,O,O
,activity,NOUN,O,O
,?,PUNCT,O,O
Sentence: 6632,did,AUX,O,O
,we,PRON,O,O
,just,ADV,O,O
,want,VERB,O,O
,to,PART,O,O
,take,VERB,O,O
,cleaning,PROPN,B-location,O
,store,PROPN,I-location,O
,to,PART,O,O
,fear,VERB,O,O
,the,DET,O,O
,area,NOUN,O,O
,in,ADP,O,O
,the,DET,O,O
,middle,NOUN,O,O
,of,ADP,O,O
,the,DET,O,O
,city,NOUN,O,O
,that,DET,O,O
,means,VERB,O,O
,we,PRON,O,O
,cut,VERB,O,O
,all,DET,O,O
,the,DET,O,O
,southern,ADJ,O,O
,side,NOUN,O,O
,?,PUNCT,O,O
Sentence: 6633,you,PRON,O,O
,see,VERB,O,O
,there,PRON,O,O
,is,AUX,O,O
,a,DET,O,O
,lot,NOUN,O,O
,of,ADP,O,O
,activity,NOUN,O,O
,around,ADV,O,O
,here,ADV,O,O
,.,PUNCT,O,O
Sentence: 6634,can,VERB,O,O
,we,PRON,O,O
,zoom,VERB,O,O
,in,ADP,O,O
,on,ADP,O,O
,Near,ADV,B-neighborhood,O
,West,ADV,I-neighborhood,O
,Side,ADV,I-neighborhood,O
,?,PUNCT,O,O
Sentence: 6635,any,DET,O,O
,information,NOUN,O,O
,about,ADP,O,O
,what,DET,O,O
,activity,NOUN,O,O
,exist,VERB,O,O
,in,ADP,O,O
,Near,PROPN,B-neighborhood,O
,West,PROPN,I-neighborhood,O
,?,PUNCT,O,O
Sentence: 6636,that,DET,O,O
,is,AUX,O,O
,good,ADJ,O,O
,thanks,NOUN,O,O
,.,PUNCT,O,O
Sentence: 6637,so,ADV,O,O
,these,DET,O,O
,will,VERB,O,O
,look,VERB,O,O
,a,DET,O,O
,little,ADJ,O,O
,easier,ADJ,O,O
,for,ADP,O,O
,some,DET,O,O
,easier,ADJ,O,O
,if,SCONJ,O,O
,they,PRON,O,O
,turn,VERB,O,O
,around,ADP,O,O
,?,PUNCT,O,O
Sentence: 6638,looks,VERB,O,O
,like,SCONJ,O,O
,a,DET,O,O
,different,ADJ,O,O
,criminal,NOUN,B-crime,O
,battery,NOUN,I-crime,O
,and,CCONJ,O,O
,a,DET,O,O
,assault,NOUN,B-crime,O
,.,PUNCT,O,O
Sentence: 6639,okay,INTJ,O,O
,,PUNCT,O,O
,we,PRON,O,O
,know,VERB,O,O
,the,DET,O,O
,criminal,PROPN,B-crime,O
