Sentence #,Word,POS,NER_Tag,RefExp_Tag
Sentence: 9687,what,PRON,O,O
,alley,NOUN,B-location,O
,should,VERB,O,O
,i,PRON,O,O
,avoid,VERB,O,O
,by,ADP,O,O
,3,NUM,B-time,O
,pm,NUM,I-time,O
,on,ADP,O,O
,friday,NOUN,B-unk,O
,night,NOUN,I-unk,O
,?,PUNCT,O,O
Sentence: 9688,it,PRON,O,O
,seems,VERB,O,O
,like,SCONJ,O,O
,UIC,PROPN,B-neighborhood,O
,is,AUX,O,O
,the,DET,O,O
,cta,PROPN,B-location,O
,platform,PROPN,I-location,O
,i,PRON,O,O
,would,VERB,O,O
,not,PART,O,O
,want,VERB,O,O
,to,PART,O,O
,eat,VERB,O,O
,at,ADP,O,O
,9,NUM,O,O
,:,PUNCT,O,O
,00,NUM,O,O
,a.m.,NOUN,O,O
,,PUNCT,O,O
,just,ADV,O,O
,because,SCONJ,O,O
,of,ADP,O,O
,the,DET,O,O
,number,NOUN,O,O
,of,ADP,O,O
,crime,NOUN,O,O
,on,ADP,O,O
,the,DET,O,O
,baddoing,NOUN,B-crime,O
,.,PUNCT,O,O
Sentence: 9689,some,DET,O,O
,legal,PROPN,B-crime,O
,offence,PROPN,I-crime,O
,.,PUNCT,O,O
Sentence: 9690,now,ADV,O,O
,you,PRON,O,O
,see,VERB,O,O
,the,DET,O,O
,map,NOUN,O,O
,is,AUX,O,O
,a,DET,O,O
,little,ADJ,O,O
,busy,ADJ,O,O
,,PUNCT,O,O
,you,PRON,O,O
,can,VERB,O,O
,only,ADV,O,O
,see,VERB,O,O
,the,DET,O,O
,number,NOUN,O,O
,of,ADP,O,O
,all,DET,O,O
,the,DET,O,O
,data,NOUN,O,O
,in,ADP,O,O
,between,ADP,O,O
,50,NUM,O,O
,crime,NOUN,B-crime,O
,in,ADP,O,O
,the,DET,O,O
,area,NOUN,O,O
,?,PUNCT,O,O
Sentence: 9691,is,AUX,O,O
,it,PRON,O,O
,possible,ADJ,O,O
,to,PART,O,O
,see,VERB,O,O
,only,ADV,O,O
,the,DET,O,O
,cta,PROPN,B-location,O
,station,PROPN,I-location,O
,with,ADP,O,O
,more,ADJ,O,O
,than,SCONJ,O,O
,50,NUM,O,O
,felony,NUM,B-crime,O
,crime,NUM,I-crime,O
,?,PUNCT,O,O
Sentence: 9692,many,ADJ,O,O
,legal,X,B-crime,O
,offence,X,I-crime,O
,?,PUNCT,O,O
Sentence: 9693,looks,VERB,O,O
,like,SCONJ,O,O
,it,PRON,O,O
,seems,VERB,O,O
,like,SCONJ,O,O
,the,DET,O,O
,cta,PROPN,B-location,O
,platform,PROPN,I-location,O
,on,ADP,O,O
,which,DET,O,O
,the,DET,O,O
,cta,PROPN,B-location,O
,garage,PROPN,I-location,O
,is,AUX,O,O
,running,VERB,O,O
,parallel,ADV,O,O
,to,ADP,O,O
,michigan,PROPN,O,O
,and,CCONJ,O,O
,i,PRON,O,O
,have,AUX,O,O
,no,DET,O,O
,idea,NOUN,O,O
,i,PRON,O,O
,can,VERB,O,O
,not,PART,O,O
,see,VERB,O,O
,.,PUNCT,O,O
Sentence: 9694,can,VERB,O,O
,you,PRON,O,O
,move,VERB,O,O
,it,PRON,O,O
,to,ADP,O,O
,the,DET,O,O
,left,NOUN,O,O
,of,ADP,O,O
,a,DET,O,O
,piece,NOUN,O,O
,of,ADP,O,O
,that,DET,O,O
,dividing,VERB,O,O
,that,DET,O,O
,difference,NOUN,O,O
,?,PUNCT,O,O
Sentence: 9695,the,DET,O,O
,non,PROPN,B-location,O
,residential,PROPN,I-location,O
,seems,VERB,O,O
,to,PART,O,O
,be,AUX,O,O
,the,DET,O,O
,one,NOUN,O,O
,i,PRON,O,O
,want,VERB,O,O
,to,PART,O,O
,avoid,VERB,O,O
,for,ADP,O,O
,a,DET,O,O
,hallway,NOUN,B-location,O
,at,ADP,O,O
,the,PROPN,B-location,O
,arena,PROPN,I-location,O
,.,PUNCT,O,O
Sentence: 9696,can,VERB,O,O
,i,PRON,O,O
,cancel,VERB,O,O
,a,DET,O,O
,number,NOUN,O,O
,of,ADP,O,O
,noncriminal,NOUN,B-crime,O
,offense,NOUN,I-crime,O
,in,ADP,O,O
,the,DET,O,O
,University,NOUN,B-neighborhood,O
,of,NOUN,I-neighborhood,O
,Illinois,NOUN,I-neighborhood,O
,at,NOUN,I-neighborhood,O
,Chicago,NOUN,I-neighborhood,O
,for,ADP,O,O
,only,ADV,O,O
,4,NUM,O,O
,weeks,NOUN,O,O
,?,PUNCT,O,O
Sentence: 9697,great,ADJ,O,O
,,PUNCT,O,O
,this,DET,O,O
,is,AUX,O,O
,for,ADP,O,O
,a,DET,O,O
,day,NOUN,B-day,O
,,PUNCT,O,O
,so,CCONJ,O,O
,the,DET,O,O
,disturbing,PROPN,B-crime,O
,the,PROPN,I-crime,O
,peace,PROPN,I-crime,O
,is,AUX,O,O
,the,DET,O,O
,most,ADV,O,O
,normally,ADV,O,O
,widespread,ADJ,O,O
,illegal,CCONJ,B-crime,O
,and,CCONJ,I-crime,O
,punishable,CCONJ,I-crime,O
,crime,CCONJ,I-crime,O
,in,ADP,O,O
,the,DET,O,O
,world,NOUN,O,O
,,PUNCT,O,O
,which,DET,O,O
,i,PRON,O,O
,can,VERB,O,O
,see,VERB,O,O
,you,PRON,O,O
,may,VERB,O,O
,be,AUX,O,O
,in,ADP,O,O
,the,DET,O,O
,world,NOUN,O,O
,.,PUNCT,O,O
Sentence: 9698,is,AUX,O,O
,there,PRON,O,O
,a,DET,O,O
,possible,ADJ,O,O
,sign,NOUN,O,O
,for,ADP,O,O
,the,DET,O,O
,data,NOUN,O,O
,?,PUNCT,O,O
Sentence: 9699,three,NUM,O,O
,sexual,PROPN,B-crime,O
,assault,PROPN,I-crime,O
,cases,NOUN,O,O
,three,NUM,O,O
,concealed,NOUN,B-crime,O
,carry,NOUN,I-crime,O
,license,NOUN,I-crime,O
,violation,NOUN,I-crime,O
,,PUNCT,O,O
,three,NUM,O,O
,criminal,NOUN,B-crime,O
,damage,NOUN,I-crime,O
,.,PUNCT,O,O
Sentence: 9700,can,VERB,O,O
,i,PRON,O,O
,also,ADV,O,O
,see,VERB,O,O
,if,SCONJ,O,O
,homicide,NOUN,B-crime,O
,is,AUX,O,O
,committed,VERB,O,O
,?,PUNCT,O,O
Sentence: 9701,great,ADJ,O,O
,,PUNCT,O,O
,so,CCONJ,O,O
,it,PRON,O,O
,is,AUX,O,O
,in,ADP,O,O
,a,DET,O,O
,block,NOUN,O,O
,and,CCONJ,O,O
,half,NOUN,O,O
,.,PUNCT,O,O
