Sentence #,Word,POS,NER_Tag,RefExp_Tag
Sentence: 284,Hi,INTJ,O,O
,so,ADV,O,O
,can,VERB,O,O
,you,PRON,O,O
,like,INTJ,O,O
,tell,VERB,O,O
,me,PRON,O,O
,where,ADV,O,O
,the,DET,O,O
,crime,NOUN,B-crime,O
,rate,NOUN,I-crime,O
,is,AUX,O,O
,maximum,ADJ,O,O
,?,PUNCT,O,O
Sentence: 285,Ok,INTJ,O,O
,so,ADV,O,O
,do,AUX,O,O
,the,DET,O,O
,right,ADJ,O,O
,one,NOUN,O,O
,indicate,VERB,O,O
,the,DET,O,O
,it,PRON,O,O
,is,AUX,O,O
,the,DET,O,O
,hot,PROPN,B-unk,O
,spot,PROPN,I-unk,O
,?,PUNCT,O,O
Sentence: 286,Okay,INTJ,O,O
,.,PUNCT,O,O
,So,ADV,O,O
,do,AUX,O,O
,these,DET,O,O
,red,PROPN,B-unk,O
,spots,PROPN,I-unk,O
,indicate,VERB,O,O
,that,SCONJ,O,O
,it,PRON,O,O
,is,AUX,O,O
,a,DET,O,O
,hot,PROPN,B-unk,O
,spot,PROPN,I-unk,O
,of,ADP,O,O
,crime,NOUN,B-crime,O
,?,PUNCT,O,O
Sentence: 287,okay,INTJ,O,O
,got,VERB,O,O
,it,PRON,O,O
,.,PUNCT,O,O
Sentence: 288,Okay,INTJ,O,O
,.,PUNCT,O,O
,So,ADV,O,O
,which,DET,O,O
,is,AUX,O,O
,the,DET,O,O
,safest,ADJ,O,O
,area,NOUN,O,O
,according,VERB,O,O
,to,ADP,O,O
,you,PRON,O,O
,?,PUNCT,O,O
Sentence: 289,That,DET,O,O
,is,AUX,O,O
,great,ADJ,O,O
,.,PUNCT,O,O
Sentence: 290,What,PRON,O,O
,is,AUX,O,O
,this,DET,O,O
,area,NOUN,O,O
,called,VERB,O,O
,?,PUNCT,O,O
Sentence: 291,I,PRON,O,O
,mean,VERB,O,O
,I,PRON,O,O
,am,AUX,O,O
,not,PART,O,O
,familiar,ADJ,O,O
,with,ADP,O,O
,the,DET,O,B-ref
,map,NOUN,O,I-ref
,that,ADV,O,O
,much,ADJ,O,O
,so,ADV,O,O
,.,PUNCT,O,O
Sentence: 292,So,CCONJ,O,O
,according,VERB,O,O
,to,ADP,O,O
,my,DET,O,O
,understanding,NOUN,O,O
,I,PRON,O,O
,think,VERB,O,O
