Sentence #,Word,POS,NER_Tag,RefExp_Tag
Sentence: 12176,will,VERB,O,O
,i,PRON,O,O
,see,VERB,O,O
,the,DET,O,O
,total,ADJ,O,O
,number,NOUN,O,O
,of,ADP,O,O
,crimes,NOUN,O,O
,that,DET,O,O
,type,NOUN,O,O
,for,ADP,O,O
,criminal,ADJ,B-crime,O
,a,DET,O,O
,type,NOUN,B-crime,O
,of,NOUN,I-crime,O
,crime,NOUN,I-crime,O
,line,NOUN,I-crime,O
,and,CCONJ,O,O
,total,ADJ,O,O
,number,NOUN,O,O
,of,ADP,O,O
,elevated,NUM,B-location,O
,train,NUM,I-location,O
,?,PUNCT,O,O
Sentence: 12177,or,CCONJ,O,O
,a,DET,O,O
,second,ADJ,O,O
,part,NOUN,O,O
,.,PUNCT,O,O
Sentence: 12178,there,PRON,O,O
,is,AUX,O,O
,a,DET,O,O
,lot,NOUN,O,O
,of,ADP,O,O
,prostitution,NOUN,B-crime,O
,and,CCONJ,O,O
,driving,NOUN,B-crime,O
,under,NOUN,I-crime,O
,the,NOUN,I-crime,O
,influence,NOUN,I-crime,O
,.,PUNCT,O,O
Sentence: 12179,excuse,VERB,O,O
,me,PRON,O,O
,,PUNCT,O,O
,would,VERB,O,O
,you,PRON,O,O
,make,VERB,O,O
,it,PRON,O,O
,a,DET,O,O
,little,ADJ,O,O
,smaller,ADJ,O,O
,?,PUNCT,O,O
Sentence: 12180,yeah,INTJ,O,O
,,PUNCT,O,O
,i,PRON,O,O
,do,AUX,O,O
,not,PART,O,O
,know,VERB,O,O
,what,PRON,O,O
,this,DET,O,O
,is,AUX,O,O
,.,PUNCT,O,O
Sentence: 12181,okay,INTJ,O,O
,,PUNCT,O,O
,so,ADV,O,O
,i,PRON,O,O
,am,AUX,O,O
,thinking,VERB,O,O
,about,ADP,O,O
,5,NUM,O,O
,categories,NOUN,O,O
,of,ADP,O,O
,prostitution,NOUN,B-crime,O
,in,ADP,O,O
,the,DET,O,O
,cta,NOUN,B-location,O
,platform,NOUN,I-location,O
,of,ADP,O,O
,five,NUM,O,O
,hours,NOUN,O,O
,,PUNCT,O,O
,which,DET,O,O
,i,PRON,O,O
,do,AUX,O,O
,not,PART,O,O
,know,VERB,O,O
,what,PRON,O,O
,the,DET,O,O
,second,ADJ,O,O
,thing,NOUN,O,O
,is,AUX,O,O
,.,PUNCT,O,O
Sentence: 12182,can,VERB,O,O
,i,PRON,O,O
,see,VERB,O,O
,the,DET,O,O
,number,NOUN,O,O
,of,ADP,O,O
,crimes,NOUN,O,O
,from,ADP,O,O
,cta,PROPN,B-location,O
,station,PROPN,I-location,O
,?,PUNCT,O,O
Sentence: 12183,and,CCONJ,O,O
,we,PRON,O,O
,have,AUX,O,O
,a,DET,O,O
,map,NOUN,O,O
,of,ADP,O,O
,where,ADV,O,O
,the,DET,O,O
,legal,PROPN,B-crime,O
,criminal,PROPN,I-crime,O
,has,AUX,O,O
,taken,VERB,O,O
,alley,NOUN,B-location,O
,at,ADP,O,O
,the,DET,O,O
,neighbouring,NOUN,B-neighborhood,O
,?,PUNCT,O,O
Sentence: 12184,ok.,INTJ,O,O
,ok,INTJ,O,O
,legal,X,B-crime,O
,offender,X,I-crime,O
,.,PUNCT,O,O
Sentence: 12185,can,VERB,O,O
,i,PRON,O,O
,filter,VERB,O,O
,the,DET,O,O
,baddoing,NOUN,B-crime,O
,on,ADP,O,O
,the,DET,O,O
,map,NOUN,O,O
,to,PART,O,O
,just,ADV,O,O
,show,VERB,O,O
,a,DET,O,O
,sex,NOUN,B-crime,O
,offense,NOUN,I-crime,O
,?,PUNCT,O,O
Sentence: 12186,i,PRON,O,O
,think,VERB,O,O
,intimidation,NOUN,B-crime,O
,is,AUX,O,O
,just,ADV,O,O
,everywhere,ADV,O,O
,.,PUNCT,O,O
Sentence: 12187,what,PRON,O,O
,about,ADP,O,O
,the,DET,O,O
,other,ADJ,O,O
,map,NOUN,O,O
,with,ADP,O,O
,the,DET,O,O
,sexual,NOUN,B-crime,O
,assault,NOUN,I-crime,O
,?,PUNCT,O,O
Sentence: 12188,i,PRON,O,O
,am,AUX,O,O
,sure,ADJ,O,O
,the,DET,O,O
,disturbing,PROPN,B-crime,O
,the,PROPN,I-crime,O
,peace,PROPN,I-crime,O
,would,VERB,O,O
,be,AUX,O,O
,more,ADJ,O,O
,narcotics,NOUN,B-crime,O
,into,ADP,O,O
,Lincoln,PROPN,B-neighborhood,O
,Park,PROPN,I-neighborhood,O
,.,PUNCT,O,O
Sentence: 12189,and,CCONJ,O,O
,i,PRON,O,O
,think,VERB,O,O
,i,PRON,O,O
,think,VERB,O,O
,they,PRON,O,O
,want,VERB,O,O
,to,PART,O,O
,know,VERB,O,O
,where,ADV,O,O
,deceptive,PROPN,B-crime,O
,practice,PROPN,I-crime,O
,are,AUX,O,O
,really,ADV,O,O
,serious,ADJ,O,O
,,PUNCT,O,O
,so,CCONJ,O,O
,i,PRON,O,O
,want,VERB,O,O
,to,PART,O,O
