Sentence #,Word,POS,NER_Tag,RefExp_Tag
Sentence: 3825,that,DET,O,O
,is,AUX,O,O
,okay,ADJ,O,O
,.,PUNCT,O,O
Sentence: 3826,do,AUX,O,O
,i,PRON,O,O
,want,VERB,O,O
,to,PART,O,O
,see,VERB,O,O
,the,DET,O,O
,general,ADJ,O,O
,serious,PROPN,B-crime,O
,crime,PROPN,I-crime,O
,is,AUX,O,O
,deceptive,PROPN,B-crime,O
,practice,PROPN,I-crime,O
,from,ADP,O,O
,a,DET,O,O
,week,NOUN,O,O
,?,PUNCT,O,O
Sentence: 3827,i,PRON,O,O
,was,AUX,O,O
,hoping,VERB,O,O
,to,PART,O,O
,see,VERB,O,O
,a,DET,O,O
,big,ADJ,O,O
,increase,NOUN,O,O
,on,ADP,O,O
,friday,PROPN,B-day,O
,,PUNCT,O,O
,but,CCONJ,O,O
,let,VERB,O,O
,us,PRON,O,O
,find,VERB,O,O
,out,ADP,O,O
,if,SCONJ,O,O
,we,PRON,O,O
,can,VERB,O,O
,find,VERB,O,O
,something,PRON,O,O
,related,VERB,O,O
,.,PUNCT,O,O
Sentence: 3828,for,ADP,O,O
,the,DET,O,O
,same,ADJ,O,O
,july,PROPN,B-month,O
,,PUNCT,O,O
,the,DET,O,O
,week,NOUN,O,O
,can,VERB,O,O
,drag,VERB,O,O
,another,DET,O,O
,guided,NOUN,B-visualization,O
,imagery,NOUN,I-visualization,O
,at,ADP,O,O
,the,DET,O,O
,end,NOUN,O,O
,of,ADP,O,O
,the,DET,O,O
,week,NOUN,O,O
,and,CCONJ,O,O
,what,PRON,O,O
,will,VERB,O,O
,you,PRON,O,O
,tell,VERB,O,O
,me,PRON,O,O
,about,ADP,O,O
,driving,PROPN,B-crime,O
,under,PROPN,I-crime,O
,the,PROPN,I-crime,O
,influence,PROPN,I-crime,O
,?,PUNCT,O,O
Sentence: 3829,ok,INTJ,O,O
,,PUNCT,O,O
,not,PART,O,O
,too,ADV,O,O
,many,ADJ,O,O
,.,PUNCT,O,O
Sentence: 3830,thanks,NOUN,O,O
,for,ADP,O,O
,the,DET,O,O
,second,ADJ,O,O
,visualisation,NOUN,B-visualization,O
,i,PRON,O,O
,think,VERB,O,O
,i,PRON,O,O
,have,AUX,O,O
,done,VERB,O,O
,it,PRON,O,O
,now,ADV,O,O
,.,PUNCT,O,O
Sentence: 3831,i,PRON,O,O
,do,AUX,O,O
,not,PART,O,O
,see,VERB,O,O
,much,ADJ,O,O
,.,PUNCT,O,O
Sentence: 3832,can,VERB,O,O
,i,PRON,O,O
,get,AUX,O,O
,a,DET,O,O
,start,NOUN,O,O
,of,ADP,O,O
,the,DET,O,O
,main,ADJ,O,O
,motivation,NOUN,O,O
,for,ADP,O,O
,all,DET,O,O
,non,ADJ,B-crime,O
,criminal,ADJ,I-crime,O
,?,PUNCT,O,O
Sentence: 3833,i,PRON,O,O
,see,VERB,O,O
,alcohol,PROPN,B-crime,O
,intoxication,PROPN,I-crime,O
,and,CCONJ,O,O
,ritualism,NOUN,B-crime,O
,is,AUX,O,O
,certainly,ADV,O,O
,the,DET,O,O
,highest,ADJ,O,O
,and,CCONJ,O,O
,it,PRON,O,O
,is,AUX,O,O
,clear,ADJ,O,O
,.,PUNCT,O,O
Sentence: 3834,i,PRON,O,O
,want,VERB,O,O
,to,PART,O,O
,see,VERB,O,O
,all,DET,O,O
,criminal,NOUN,B-crime,O
,activity,NOUN,I-crime,O
,involving,VERB,O,O
,legal,NOUN,B-crime,O
,crime,NOUN,I-crime,O
,assault,NOUN,I-crime,O
,at,ADP,O,O
,UUNNKK,PROPN,O,O
,,PUNCT,O,O
,for,ADP,O,O
,all,DET,O,O
,different,ADJ,O,O
,types,NOUN,O,O
,?,PUNCT,O,O
Sentence: 3835,a,DET,O,O
,couple,NOUN,O,O
,more,ADJ,O,O
,robbery,NOUN,B-crime,O
,.,PUNCT,O,O
Sentence: 3836,i,PRON,O,O
,see,VERB,O,O
,there,PRON,O,O
,is,AUX,O,O
,a,DET,O,O
,lot,NOUN,O,O
,of,ADP,O,O
,liquor,NOUN,B-crime,O
,law,NOUN,I-crime,O
,violation,NOUN,I-crime,O
,and,CCONJ,O,O
,there,PRON,O,O
,is,AUX,O,O
,most,ADJ,O,O
,of,ADP,O,O
,them,PRON,O,O
,are,AUX,O,O
,on,ADP,O,O
,arena,NOUN,B-location,O
,.,PUNCT,O,O
Sentence: 3837,now,ADV,O,O
,i,PRON,O,O
,would,VERB,O,O
,like,VERB,O,O
,to,PART,O,O
,extend,VERB,O,O
,this,DET,O,O
,to,PART,O,O
,see,VERB,O,O
,if,SCONJ,O,O
,it,PRON,O,O
,is,AUX,O,O
,over,ADP,O,O
,all,DET,O,O
,four,NUM,O,O
,locality,NOUN,B-location,O
,,PUNCT,O,O
,and,CCONJ,O,O
,if,SCONJ,O,O
,it,PRON,O,O
,is,AUX,O,O
,particularly,ADV,O,O
,specific,ADJ,O,O
,to,ADP,O,O
,this,DET,O,O
,neck,NOUN,B-neighborhood,O
,of,NOUN,I-neighborhood,O
,the,NOUN,I-neighborhood,O
,wood,NOUN,I-neighborhood,O
,.,PUNCT,O,O
Sentence: 3838,i,PRON,O,O
,would,VERB,O,O
,like,VERB,O,O
,to,PART,O,O
,see,VERB,O,O
,it,PRON,O,O
,.,PUNCT,O,O
Sentence: 3839,all,ADV,O,O
,right,ADV,O,O
,,PUNCT,O,O
,as,SCONJ,O,O
,i,PRON,O,O
,suspected,VERB,O,O
,the,DET,O,O
,business,PROPN,B-location,O
