Sentence #,Word,POS,NER_Tag,RefExp_Tag
Sentence: 11840,so,CCONJ,O,O
,if,SCONJ,O,O
,i,PRON,O,O
,want,VERB,O,O
,to,PART,O,O
,do,AUX,O,O
,this,DET,O,O
,job,NOUN,O,O
,,PUNCT,O,O
,i,PRON,O,O
,have,AUX,O,O
,to,PART,O,O
,go,VERB,O,O
,to,ADP,O,O
,a,DET,O,O
,illegal,PROPN,B-crime,O
,crime,PROPN,I-crime,O
,,PUNCT,O,O
,now,ADV,O,O
,i,PRON,O,O
,know,VERB,O,O
,a,DET,O,O
,dumb,PROPN,B-crime,O
,criminal,PROPN,I-crime,O
,.,PUNCT,O,O
Sentence: 11841,yeah,INTJ,O,O
,,PUNCT,O,O
,that,DET,O,O
,is,AUX,O,O
,good,ADJ,O,O
,.,PUNCT,O,O
Sentence: 11842,yes,INTJ,O,O
,,PUNCT,O,O
,i,PRON,O,O
,can,VERB,O,O
,see,VERB,O,O
,what,PRON,O,O
,is,AUX,O,O
,going,VERB,O,O
,on,ADP,O,O
,here,ADV,O,O
,.,PUNCT,O,O
Sentence: 11843,what,PRON,O,O
,would,VERB,O,O
,this,DET,O,O
,cta,PROPN,B-location,O
,platform,PROPN,I-location,O
,have,AUX,O,O
,to,PART,O,O
,be,AUX,O,O
,such,DET,O,O
,a,DET,O,O
,lot,NOUN,O,O
,of,ADP,O,O
,activity,NOUN,O,O
,?,PUNCT,O,O
Sentence: 11844,did,AUX,O,O
,we,PRON,O,O
,just,ADV,O,O
,want,VERB,O,O
,to,PART,O,O
,take,VERB,O,O
,garage,NOUN,B-location,O
,to,PART,O,O
,fear,VERB,O,O
,the,DET,O,O
,area,NOUN,O,O
,in,ADP,O,O
,the,DET,O,O
,middle,NOUN,O,O
,of,ADP,O,O
,the,DET,O,O
,city,NOUN,O,O
,that,DET,O,O
,means,VERB,O,O
,we,PRON,O,O
,cut,VERB,O,O
,all,DET,O,O
,the,DET,O,O
,southern,ADJ,O,O
,side,NOUN,O,O
,?,PUNCT,O,O
Sentence: 11845,so,ADV,O,O
,you,PRON,O,O
,see,VERB,O,O
,there,PRON,O,O
,is,AUX,O,O
,a,DET,O,O
,lot,NOUN,O,O
,of,ADP,O,O
,activity,NOUN,O,O
,around,ADV,O,O
,here,ADV,O,O
,.,PUNCT,O,O
Sentence: 11846,can,VERB,O,O
