Sentence #,Word,POS,NER_Tag,RefExp_Tag
Sentence: 179,Ok,INTJ,O,O
,well,ADV,O,O
,which,DET,O,O
,which,DET,O,O
,of,ADP,O,O
,these,DET,O,O
,which,DET,O,O
,of,ADP,O,O
,the,DET,O,O
,I,PRON,O,O
,do,AUX,O,O
,not,PART,O,O
,know,VERB,O,O
,.,PUNCT,O,O
Sentence: 180,I,PRON,O,O
,would,VERB,O,O
,like,VERB,O,O
,to,PART,O,O
,know,VERB,O,O
,which,DET,O,O
,of,ADP,O,O
,the,DET,O,O
,four,NUM,O,O
,areas,NOUN,O,O
,has,AUX,O,O
,the,DET,O,O
,highest,ADJ,O,O
,incidence,NOUN,O,O
,of,ADP,O,O
,homicide,NOUN,B-crime,O
,battery,NOUN,I-crime,O
,assault,NOUN,B-crime,O
,sex,VERB,B-crime,O
,offense,VERB,I-crime,O
,kidnapping,VERB,I-crime,O
,just,ADV,O,O
,I,PRON,O,O
,guess,VERB,O,O
,to,PART,O,O
,know,VERB,O,O
,where,ADV,O,O
,to,PART,O,O
,feel,VERB,O,O
,the,DET,O,O
,most,ADV,O,O
,worried,ADJ,O,O
,?,PUNCT,O,O
Sentence: 181,When,ADV,O,O
,walking,VERB,O,O
,down,ADP,O,O
,the,DET,O,O
,street,NOUN,B-location,O
,basically,ADV,O,O
,.,PUNCT,O,O
Sentence: 182,And,CCONJ,O,O
,I,PRON,O,O
,would,VERB,O,O
,probably,ADV,O,O
,limit,VERB,O,O
,that,DET,O,O
,to,PART,O,O
,to,ADP,O,O
,the,DET,O,O
,street,NOUN,B-location,O
,when,ADV,O,O
,you,PRON,O,O
,get,VERB,O,O
,inside,ADP,O,O
,the,DET,O,O
,building,NOUN,O,O
,there,PRON,O,O
,is,AUX,O,O
,usually,ADV,O,O
,another,DET,O,O
,security,NOUN,B-unk,O
,situation,NOUN,I-unk,O
,there,ADV,O,O
,.,PUNCT,O,O
Sentence: 183,Just,ADV,O,O
,interested,ADJ,O,O
,yeah,INTJ,O,O
,because,SCONJ,O,O
,yeah,INTJ,O,O
,it,PRON,O,O
,would,VERB,O,O
,be,AUX,O,O
,nice,ADJ,O,O
,best,ADJ,O,O
,to,PART,O,O
,see,VERB,O,O
,like,INTJ,O,O
,yeah,INTJ,O,O
,like,INTJ,O,O
,kind,ADV,O,O
,of,ADV,O,O
,sort,ADV,O,O
,of,ADP,O,O
,a,DET,O,O
,heat,NOUN,B-visualization,O
,map,NOUN,I-visualization,O
,of,ADP,O,O
,of,ADP,O,O
,violent,ADJ,O,O
,crime,NOUN,B-crime,O
,.,PUNCT,O,O
,just,ADV,O,O
,to,PART,O,O
,see,VERB,O,O
,that,SCONJ,O,O
,in,ADP,O,O
,general,ADJ,O,O
,.,PUNCT,O,O
Sentence: 184,Cause,SCONJ,O,O
,you,PRON,O,O
,always,ADV,O,O
,hear,VERB,O,O
,that,DET,O,O
,right,ADJ,O,O
,?,PUNCT,O,O
Sentence: 185,So,ADV,O,O
,you,PRON,O,O
,think,VERB,O,O
,well,ADV,O,O
,there,PRON,O,O
,is,AUX,O,O
,a,DET,O,O
,lot,NOUN,O,O
,of,ADP,O,O
,money,NOUN,O,O
,down,ADV,O,O
