Sentence #,Word,POS,NER_Tag,RefExp_Tag
Sentence: 3941,so,CCONJ,O,O
,can,VERB,O,O
,i,PRON,O,O
,see,VERB,O,O
,a,DET,O,O
,illegal,NOUN,B-crime,O
,and,NOUN,I-crime,O
,punishable,NOUN,I-crime,O
,crime,NOUN,I-crime,O
,in,ADP,O,O
,chicago,NOUN,B-unk,O
,neighborhoods,NOUN,I-unk,O
,for,ADP,O,O
,the,DET,O,O
,bad,PROPN,B-crime,O
,deed,PROPN,I-crime,O
,and,CCONJ,O,O
,breach,NOUN,B-crime,O
,of,NOUN,I-crime,O
,the,NOUN,I-crime,O
,peace,NOUN,I-crime,O
,?,PUNCT,O,O
Sentence: 3942,can,VERB,O,O
,you,PRON,O,O
,show,VERB,O,O
,me,PRON,O,O
,any,DET,O,O
,chart,NOUN,O,O
,or,CCONJ,O,O
,visualising,NOUN,B-visualization,O
,scientific,NOUN,I-visualization,O
,data,NOUN,I-visualization,O
,?,PUNCT,O,O
Sentence: 3943,ok,INTJ,O,O
,can,VERB,O,O
,you,PRON,O,O
,take,VERB,O,O
,me,PRON,O,O
,to,PART,O,O
,steal,VERB,O,O
,it,PRON,O,O
,with,ADP,O,O
,a,DET,O,O
,good,ADJ,O,O
,month,NOUN,B-month,O
,.,PUNCT,O,O
Sentence: 3944,he,PRON,O,O
,is,AUX,O,O
,on,ADP,O,O
,a,DET,O,O
,major,NOUN,B-crime,O
,crime,NOUN,I-crime,O
,.,PUNCT,O,O
Sentence: 3945,horizontal,ADJ,O,O
,i,PRON,O,O
,mean,VERB,O,O
,the,DET,O,O
,x,NOUN,O,O
,-,NOUN,O,O
,axis,NOUN,O,O
,?,PUNCT,O,O
Sentence: 3946,so,ADV,O,O
,this,DET,O,O
,is,AUX,O,O
,specifically,ADV,O,O
,for,ADP,O,O
,four,NUM,O,O
,area,NOUN,B-neighborhood,O
,of,NOUN,I-neighborhood,O
,city,NOUN,I-neighborhood,O
,and,CCONJ,O,O
,illegal,NOUN,B-crime,O
,and,NOUN,I-crime,O
,punishable,NOUN,I-crime,O
,crime,NOUN,I-crime,O
,by,ADP,O,O
,14,NUM,O,O
,.,PUNCT,O,O
Sentence: 3947,and,CCONJ,O,O
,can,VERB,O,O
,you,PRON,O,O
,show,VERB,O,O
,me,PRON,O,O
,that,SCONJ,O,O
,in,ADP,O,O
,the,DET,O,O
,criminal,PROPN,B-crime,O
,behaviour,PROPN,I-crime,O
,,PUNCT,O,O
,how,ADV,O,O
,offense,NOUN,B-crime,O
,are,AUX,O,O
,the,DET,O,O
,legal,NOUN,B-crime,O
,irresponsibility,NOUN,I-crime,O
,?,PUNCT,O,O
Sentence: 3948,so,ADV,O,O
,on,ADP,O,O
,this,DET,O,O
,case,NOUN,O,O
,,PUNCT,O,O
,the,DET,O,O
,Near,PROPN,B-neighborhood,O
,West,PROPN,I-neighborhood,O
,has,AUX,O,O
,a,DET,O,O
,maximum,ADJ,O,O
,serious,NOUN,B-crime,O
,crime,NOUN,I-crime,O
,.,PUNCT,O,O
Sentence: 3949,after,ADP,O,O
,the,DET,O,O
,River,PROPN,B-neighborhood,O
,North,PROPN,I-neighborhood,O
,and,CCONJ,O,O
,University,NOUN,B-neighborhood,O
,of,NOUN,I-neighborhood,O
,Illinois,NOUN,I-neighborhood,O
,at,NOUN,I-neighborhood,O
,Chicago,NOUN,I-neighborhood,O
,and,CCONJ,O,O
,the,DET,O,O
,ctx,NOUN,O,O
,,PUNCT,O,O
,it,PRON,O,O
,seems,VERB,O,O
,to,PART,O,O
,be,AUX,O,O
,the,DET,O,O
,safest,ADJ,O,O
,out,SCONJ,O,O
,of,ADP,O,O
,four,NUM,O,O
,.,PUNCT,O,O
Sentence: 3950,can,VERB,O,O
,you,PRON,O,O
,tell,VERB,O,O
,me,PRON,O,O
,how,ADV,O,O
,a,DET,O,O
,criminal,NOUN,B-crime,O
,act,NOUN,I-crime,O
,is,AUX,O,O
,in,ADP,O,O
,the,DET,O,O
,Near,NOUN,B-neighborhood,O
,West,NOUN,I-neighborhood,O
,Side,NOUN,I-neighborhood,O
,?,PUNCT,O,O
Sentence: 3951,it,PRON,O,O
,is,AUX,O,O
,processing,VERB,O,O
,.,PUNCT,O,O
Sentence: 3952,it,PRON,O,O
,seems,VERB,O,O
,that,SCONJ,O,O
,the,DET,O,O
,illegal,PROPN,B-crime,O
,and,PROPN,I-crime,O
,punishable,PROPN,I-crime,O
,crime,PROPN,I-crime,O
,is,AUX,O,O
,not,PART,O,O
,a,DET,O,O
,area,NOUN,B-neighborhood,O
,of,NOUN,I-neighborhood,O
,city,NOUN,I-neighborhood,O
,,PUNCT,O,O
,but,CCONJ,O,O
,i,PRON,O,O
,would,VERB,O,O
,like,VERB,O,O
,to,PART,O,O
,see,VERB,O,O
,the,DET,O,O
,major,PROPN,B-crime,O
,crime,PROPN,I-crime,O
,for,ADP,O,O
,the,DET,O,O
,north,NOUN,O,O
,.,PUNCT,O,O
Sentence: 3953,the,DET,O,O
,same,ADJ,O,O
,formula,NOUN,O,O
,can,VERB,O,O
,be,AUX,O,O
,seen,VERB,O,O
,in,ADP,O,O
,the,DET,O,O
,Near,NOUN,B-neighborhood,O
,West,NOUN,I-neighborhood,O
,Side,NOUN,I-neighborhood,O
,.,PUNCT,O,O
Sentence: 3954,can,VERB,O,O
,you,PRON,O,O
,show,VERB,O,O
,the,DET,O,O
,chart,NOUN,O,O
,card,NOUN,O,O
,,PUNCT,O,O
,or,CCONJ,O,O
,do,AUX,O,O
,you,PRON,O,O
,have,AUX,O,O
,any,DET,O,O
,other,ADJ,O,O
,ideas,NOUN,O,O
,like,SCONJ,O,O
,this,DET,O,O
,?,PUNCT,O,O
Sentence: 3955,so,ADV,O,O
,here,ADV,O,O
,in,ADP,O,O
,this,DET,O,O
,chart,NOUN,O,O
,i,PRON,O,O
,mean,VERB,O,O
,sorry,ADJ,O,O
,,PUNCT,O,O
,the,DET,O,O
,criminal,PROPN,B-crime,O
,battery,PROPN,I-crime,O
,of,ADP,O,O
,railway,NOUN,O,O
,is,AUX,O,O
,reminiscent,ADJ,O,O
,of,ADP,O,O
,the,DET,O,O
,bigger,ADJ,O,O
,area,NOUN,O,O
,,PUNCT,O,O
,so,ADV,O,O
,it,PRON,O,O
,fits,VERB,O,O
,on,ADP,O,O
,the,DET,O,O
,same,ADJ,O,O
,thing,NOUN,O,O
,.,PUNCT,O,O
,``,PUNCT,O,O
Sentence: 3956,ok,INTJ,O,O
,in,ADP,O,O
,episodes,NOUN,O,O
,of,ADP,O,O
,UIC,PROPN,B-neighborhood,O
,,PUNCT,O,O
,the,DET,O,O
,child,PROPN,B-crime,O
,endangerment,PROPN,I-crime,O
,is,AUX,O,O
,all,ADV,O,O
,right,ADJ,O,O
,.,PUNCT,O,O
Sentence: 3957,and,CCONJ,O,O
,if,SCONJ,O,O
,we,PRON,O,O
,can,VERB,O,O
,see,VERB,O,O
,the,DET,O,O
,right,ADJ,O,O
,school,NOUN,B-location,O
,.,PUNCT,O,O
Sentence: 3958,can,VERB,O,O
,we,PRON,O,O
,take,VERB,O,O
,this,DET,O,O
,chart,NOUN,O,O
,and,CCONJ,O,O
,in,ADP,O,O
,mind,NOUN,O,O
,you,PRON,O,O
,are,AUX,O,O
,going,VERB,O,O
,to,PART,O,O
,focus,VERB,O,O
,on,ADP,O,O
,the,DET,O,O
,other,ADJ,O,O
,one,NUM,O,O
,?,PUNCT,O,O
Sentence: 3959,it,PRON,O,O
,looks,VERB,O,O
,better,ADJ,O,O
,.,PUNCT,O,O
Sentence: 3960,if,SCONJ,O,O
,we,PRON,O,O
,see,VERB,O,O
,we,PRON,O,O
,have,AUX,O,O
,public,NOUN,B-crime,O
,indecency,NOUN,I-crime,O
,,PUNCT,O,O
,we,PRON,O,O
,have,AUX,O,O
,an,DET,O,O
,narcotics,NOUN,B-crime,O
,and,CCONJ,O,O
,then,ADV,O,O
,the,DET,O,O
,second,ADJ,O,O
,highest,ADJ,O,O
,is,AUX,O,O
,trespass,NOUN,B-crime,O
,.,PUNCT,O,O
Sentence: 3961,so,CCONJ,O,O
,if,SCONJ,O,O
,i,PRON,O,O
,got,VERB,O,O
,to,PART,O,O
,focus,VERB,O,O
,on,ADP,O,O
,which,DET,O,O
,offence,NOUN,B-crime,O
,are,AUX,O,O
,found,VERB,O,O
,to,PART,O,O
,target,VERB,O,O
,,PUNCT,O,O
,it,PRON,O,O
,seems,VERB,O,O
,public,NOUN,B-crime,O
,peace,NOUN,I-crime,O
,violation,NOUN,I-crime,O
,and,CCONJ,O,O
,liquor,NOUN,B-crime,O
,law,NOUN,I-crime,O
,,PUNCT,O,O
,which,DET,O,O
,these,DET,O,O
,two,NUM,O,O
,should,VERB,O,O
,be,AUX,O,O
,considered,VERB,O,O
,priority,NOUN,O,O
,.,PUNCT,O,O
Sentence: 3962,what,PRON,O,O
,do,AUX,O,O
,you,PRON,O,O
,think,VERB,O,O
,?,PUNCT,O,O
Sentence: 3963,that,DET,O,O
,is,AUX,O,O
,over,ADV,O,O
,there,ADV,O,O
,.,PUNCT,O,O
Sentence: 3964,it,PRON,O,O
,is,AUX,O,O
,okay,ADJ,O,O
,.,PUNCT,O,O
Sentence: 3965,can,VERB,O,O
,you,PRON,O,O
,show,VERB,O,O
,me,PRON,O,O
,a,DET,O,O
,day,NOUN,B-day,O
,for,ADP,O,O
,the,DET,O,O
,fourth,ADJ,O,O
,River,NOUN,B-neighborhood,O
,North,NOUN,I-neighborhood,O
,of,ADP,O,O
,the,PROPN,B-location,O
,arena,PROPN,I-location,O
,?,PUNCT,O,O
Sentence: 3966,in,ADP,O,O
,the,DET,O,O
,meantime,NOUN,O,O
,,PUNCT,O,O
,one,NUM,O,O
,more,ADJ,O,O
,question,NOUN,O,O
,like,SCONJ,O,O
,that,DET,O,O
,gang,NOUN,B-crime,O
,activity,NOUN,I-crime,O
,to,PART,O,O
,target,VERB,O,O
,the,DET,O,O
,area,NOUN,O,O
,would,VERB,O,O
,be,AUX,O,O
,a,DET,O,O
,wise,ADJ,O,O
,railway,PROPN,B-location,O
,platform,PROPN,I-location,O
,to,PART,O,O
,be,AUX,O,O
,seen,VERB,O,O
,in,ADP,O,O
,general,ADJ,O,O
,?,PUNCT,O,O
Sentence: 3967,okay,INTJ,O,O
,,PUNCT,O,O
,so,ADV,O,O
,in,ADP,O,O
,2005,NUM,O,O
,-,SYM,O,O
,2,NUM,O,O
,-,SYM,O,O
,2,NUM,O,O
,,PUNCT,O,O
,we,PRON,O,O
,can,VERB,O,O
,see,VERB,O,O
,that,SCONJ,O,O
,this,DET,O,O
,criminally,ADV,B-crime,O
,is,AUX,O,O
,a,DET,O,O
,serious,NOUN,B-crime,O
,crime,NOUN,I-crime,O
,of,ADP,O,O
,each,DET,O,O
,progress,NOUN,O,O
,.,PUNCT,O,O
Sentence: 3968,what,PRON,O,O
,exactly,ADV,O,O
,is,AUX,O,O
,05,NUM,O,O
,-,SYM,O,O
,1,NUM,O,O
,chart,NOUN,O,O
,?,PUNCT,O,O
Sentence: 3969,it,PRON,O,O
,is,AUX,O,O
,more,ADJ,O,O
,.,PUNCT,O,O
Sentence: 3970,i,PRON,O,O
,think,VERB,O,O
,the,DET,O,O
,first,ADJ,O,O
,i,PRON,O,O
,think,VERB,O,O
,UUNNKK,PROPN,O,O
,-,PUNCT,O,O
,2,NUM,O,O
,is,AUX,O,O
,a,DET,O,O
,better,ADJ,O,O
,to,PART,O,O
,think,VERB,O,O
,of,ADP,O,O
,it,PRON,O,O
,,PUNCT,O,O
,just,ADV,O,O
,like,SCONJ,O,O
,that,DET,O,O
,on,ADP,O,O
,the,DET,O,O
,other,ADJ,O,O
,than,SCONJ,O,O
,these,DET,O,O
,four,NUM,O,O
,.,PUNCT,O,O
