Sentence #,Word,POS,NER_Tag,RefExp_Tag
Sentence: 12756,i,PRON,O,O
,will,VERB,O,O
,let,VERB,O,O
,you,PRON,O,O
,think,VERB,O,O
,.,PUNCT,O,O
Sentence: 12757,i,PRON,O,O
,think,VERB,O,O
,i,PRON,O,O
,intend,VERB,O,O
,to,PART,O,O
,start,VERB,O,O
,a,DET,O,O
,simple,NOUN,O,O
,and,CCONJ,O,O
,try,VERB,O,O
,to,PART,O,O
,get,AUX,O,O
,more,ADV,O,O
,detailed,ADJ,O,O
,details,NOUN,O,O
,.,PUNCT,O,O
Sentence: 12758,so,ADV,O,O
,i,PRON,O,O
,would,VERB,O,O
,like,VERB,O,O
,to,PART,O,O
,see,VERB,O,O
,how,ADV,O,O
,many,ADJ,O,O
,evil,NUM,B-crime,O
,deed,NUM,I-crime,O
,that,DET,O,O
,divide,VERB,O,O
,the,DET,O,O
,three,NUM,O,O
,main,ADJ,O,O
,areas,NOUN,O,O
,and,CCONJ,O,O
,Lincoln,NOUN,B-neighborhood,O
,Park,NOUN,I-neighborhood,O
,,PUNCT,O,O
,heading,VERB,O,O
,west,NOUN,O,O
,.,PUNCT,O,O
Sentence: 12759,just,ADV,O,O
,because,SCONJ,O,O
,i,PRON,O,O
,think,VERB,O,O
,you,PRON,O,O
,know,VERB,O,O
,it,PRON,O,O
,started,VERB,O,O
,.,PUNCT,O,O
Sentence: 12760,that,DET,O,O
,is,AUX,O,O
,actually,ADV,O,O
,a,DET,O,O
,problem,NOUN,O,O
,.,PUNCT,O,O
Sentence: 12761,what,PRON,O,O
,is,AUX,O,O
,coming,VERB,O,O
,,PUNCT,O,O
,like,SCONJ,O,O
,?,PUNCT,O,O
Sentence: 12762,let,VERB,O,O
,us,PRON,O,O
,go,VERB,O,O
,.,PUNCT,O,O
Sentence: 12763,ok,INTJ,O,O
,River,PROPN,B-neighborhood,O
,North,PROPN,I-neighborhood,O
,.,PUNCT,O,O
Sentence: 12764,ok,NOUN,B-neighborhood,O
,River,NOUN,I-neighborhood,O
,North,NOUN,I-neighborhood,O
,of,ADP,O,O
,the,DET,O,O
,cta,PROPN,B-location,O
,station,PROPN,I-location,O
,will,VERB,O,O
,be,AUX,O,O
,able,ADJ,O,O
,to,PART,O,O
,see,VERB,O,O
,similar,ADJ,O,O
,division,NOUN,O,O
,between,ADP,O,O
,four,NUM,O,O
,urban,PROPN,B-neighborhood,O
,neighborhood,PROPN,I-neighborhood,O
,,PUNCT,O,O
,but,CCONJ,O,O
,also,ADV,O,O
,track,VERB,O,O
,it,PRON,O,O
,is,AUX,O,O
,over,ADP,O,O
,the,DET,O,O
,other,ADJ,O,O
,year,ADP,B-year,O
,than,ADP,I-year,O
,2010,ADP,I-year,O
,,ADP,I-year,O
,for,ADP,I-year,O
,2010,ADP,I-year,O
,or,ADP,I-year,O
,not,ADP,I-year,O
,.,PUNCT,O,O
Sentence: 12765,look,VERB,O,O
,if,SCONJ,O,O
,anything,PRON,O,O
,has,AUX,O,O
,changed,VERB,O,O
,or,CCONJ,O,O
,if,SCONJ,O,O
,there,PRON,O,O
,is,AUX,O,O
,any,DET,O,O
,trend,NOUN,O,O
,in,ADP,O,O
,it,PRON,O,O
,.,PUNCT,O,O
Sentence: 12766,it,PRON,O,O
,is,AUX,O,O
,a,DET,O,O
,positive,ADJ,O,O
,sign,NOUN,O,O
,.,PUNCT,O,O
Sentence: 12767,okay,INTJ,O,O
,,PUNCT,O,O
,so,ADV,O,O
,you,PRON,O,O
,can,VERB,O,O
,go,VERB,O,O
,where,ADV,O,O
,i,PRON,O,O
,think,VERB,O,O
,.,PUNCT,O,O
Sentence: 12768,the,DET,O,O
,fact,NOUN,O,O
,that,SCONJ,O,O
,i,PRON,O,O
,want,VERB,O,O
,to,PART,O,O
,see,VERB,O,O
,what,PRON,O,O
,i,PRON,O,O
,want,VERB,O,O
,the,DET,O,O
,major,PROPN,B-crime,O
,crime,PROPN,I-crime,O
,is,AUX,O,O
,in,ADP,O,O
,the,DET,O,O
,most,ADV,O,O
,recent,ADJ,O,O
,data,NOUN,O,O
,set,VERB,O,O
,out,ADP,O,O
,in,ADP,O,O
,2014,NUM,B-year,O
,.,PUNCT,O,O
Sentence: 12769,it,PRON,O,O
,started,VERB,O,O
,with,ADP,O,O
,that,DET,O,O
,.,PUNCT,O,O
Sentence: 12770,then,ADV,O,O
,we,PRON,O,O
,will,VERB,O,O
,see,VERB,O,O
,what,PRON,O,O
,it,PRON,O,O
,shows,VERB,O,O
,up,ADP,O,O
,,PUNCT,O,O
,and,CCONJ,O,O
,maybe,ADV,O,O
,it,PRON,O,O
,is,AUX,O,O
,going,VERB,O,O
,to,PART,O,O
,be,AUX,O,O
,good,ADJ,O,O
,to,PART,O,O
,see,VERB,O,O
,trends,NOUN,O,O
,in,ADP,O,O
,that,DET,O,O
,direction,NOUN,O,O
,.,PUNCT,O,O
Sentence: 12771,it,PRON,O,O
,seems,VERB,O,O
,like,SCONJ,O,O
,i,PRON,O,O
,guess,VERB,O,O
,what,PRON,O,O
,you,PRON,O,O
,expect,VERB,O,O
