Sentence #,Word,POS,NER_Tag,RefExp_Tag
Sentence: 7935,so,CCONJ,O,O
,if,SCONJ,O,O
,i,PRON,O,O
,want,VERB,O,O
,to,PART,O,O
,do,AUX,O,O
,this,DET,O,O
,job,NOUN,O,O
,,PUNCT,O,O
,i,PRON,O,O
,have,AUX,O,O
,to,PART,O,O
,go,VERB,O,O
,to,ADP,O,O
,a,DET,O,O
,criminal,PROPN,B-crime,O
,behavior,PROPN,I-crime,O
,,PUNCT,O,O
,now,ADV,O,O
,i,PRON,O,O
,know,VERB,O,O
,a,DET,O,O
,legal,X,B-crime,O
,offender,X,I-crime,O
,.,PUNCT,O,O
Sentence: 7936,yeah,INTJ,O,O
,,PUNCT,O,O
,it,PRON,O,O
,is,AUX,O,O
,okay,ADJ,O,O
,.,PUNCT,O,O
Sentence: 7937,yeah,INTJ,O,O
,,PUNCT,O,O
,i,PRON,O,O
,can,VERB,O,O
,see,VERB,O,O
,what,PRON,O,O
,is,AUX,O,O
,going,VERB,O,O
,on,ADP,O,O
,.,PUNCT,O,O
Sentence: 7938,what,PRON,O,O
,would,VERB,O,O
,this,DET,O,O
,business,VERB,B-unk,O
,office,VERB,I-unk,O
,have,AUX,O,O
,to,PART,O,O
,be,AUX,O,O
,such,DET,O,O
,a,DET,O,O
,lot,NOUN,O,O
,of,ADP,O,O
,activity,NOUN,O,O
,?,PUNCT,O,O
Sentence: 7939,did,AUX,O,O
,we,PRON,O,O
,just,ADV,O,O
,want,VERB,O,O
,to,PART,O,O
,take,VERB,O,O
,cta,PROPN,B-location,O
,station,PROPN,I-location,O
,to,PART,O,O
,fear,VERB,O,O
,the,DET,O,O
,area,NOUN,O,O
,in,ADP,O,O
,the,DET,O,O
,middle,NOUN,O,O
,of,ADP,O,O
,the,DET,O,O
,city,NOUN,O,O
,that,DET,O,O
,means,VERB,O,O
,we,PRON,O,O
,cut,VERB,O,O
,all,DET,O,O
,the,DET,O,O
,southern,ADJ,O,O
,side,NOUN,O,O
,?,PUNCT,O,O
Sentence: 7940,yeah,INTJ,O,O
,,PUNCT,O,O
,so,ADV,O,O
,you,PRON,O,O
,see,VERB,O,O
,there,PRON,O,O
,is,AUX,O,O
,a,DET,O,O
,lot,NOUN,O,O
,of,ADP,O,O
,activity,NOUN,O,O
,here,ADV,O,O
,.,PUNCT,O,O
Sentence: 7941,can,VERB,O,O
,we,PRON,O,O
,get,AUX,O,O
,there,ADV,O,O
,on,ADP,O,O
,Near,PROPN,B-neighborhood,O
,West,PROPN,I-neighborhood,O
,?,PUNCT,O,O
Sentence: 7942,any,DET,O,O
,information,NOUN,O,O
,about,ADP,O,O
,what,DET,O,O
,activity,NOUN,O,O
,exist,VERB,O,O
,in,ADP,O,O
,University,NOUN,B-neighborhood,O
,of,NOUN,I-neighborhood,O
,Illinois,NOUN,I-neighborhood,O
,at,NOUN,I-neighborhood,O
,Chicago,NOUN,I-neighborhood,O
,?,PUNCT,O,O
Sentence: 7943,can,VERB,O,O
,anyone,PRON,O,O
,look,VERB,O,O
,a,DET,O,O
,little,ADJ,O,O
,easier,ADJ,O,O
,if,SCONJ,O,O
,they,PRON,O,O
,turn,VERB,O,O
,to,ADP,O,O
,the,DET,O,O
,fact,NOUN,O,O
,that,SCONJ,O,O
,they,PRON,O,O
,turn,VERB,O,O
,?,PUNCT,O,O
Sentence: 7944,there,PRON,O,O
,seems,VERB,O,O
,to,PART,O,O
,be,AUX,O,O
,a,DET,O,O
,great,ADJ,O,O
,concealed,NOUN,B-crime,O
,carry,NOUN,I-crime,O
,license,NOUN,I-crime,O
,violation,NOUN,I-crime,O
,of,ADP,O,O
,narcotics,NOUN,B-crime,O
,and,CCONJ,O,O
,narcotics,NOUN,B-crime,O
,.,PUNCT,O,O
Sentence: 7945,all,ADV,O,O
,right,ADV,O,O
,,PUNCT,O,O
,we,PRON,O,O
,know,VERB,O,O
,the,DET,O,O
,non,PROPN,B-crime,O
,criminal,PROPN,I-crime,O
,is,AUX,O,O
,the,DET,O,O
,biggest,ADJ,O,O
,problem,NOUN,O,O
,here,ADV,O,O
,.,PUNCT,O,O
Sentence: 7946,can,VERB,O,O
,we,PRON,O,O
,see,VERB,O,O
,a,DET,O,O
,lawlessly,ADV,B-crime,O
,for,ADP,O,O
,the,DET,O,O
,three,NUM,O,O
,of,ADP,O,O
,the,DET,O,O
,three,NUM,O,O
,cleaning,NUM,B-location,O
,store,NUM,I-location,O
,?,PUNCT,O,O
Sentence: 7947,it,PRON,O,O
,is,AUX,O,O
,interesting,ADJ,O,O
,that,SCONJ,O,O
,what,PRON,O,O
,happens,VERB,O,O
,in,ADP,O,O
,River,NOUN,B-neighborhood,O
,North,NOUN,I-neighborhood,O
,is,AUX,O,O
,different,ADJ,O,O
,gang,NOUN,B-crime,O
,activity,NOUN,I-crime,O
,than,SCONJ,O,O
,what,PRON,O,O
,happens,VERB,O,O
,.,PUNCT,O,O
Sentence: 7948,so,ADV,O,O
,we,PRON,O,O
,know,VERB,O,O
,that,SCONJ,O,O
,abortion,NOUN,B-crime,O
,is,AUX,O,O
,the,DET,O,O
,main,ADJ,O,O
,problem,NOUN,O,O
,,PUNCT,O,O
,but,CCONJ,O,O
,it,PRON,O,O
,depends,VERB,O,O
,what,PRON,O,O
,part,NOUN,O,O
,of,ADP,O,O
,the,DET,O,O
,city,NOUN,O,O
,is,AUX,O,O
,.,PUNCT,O,O
Sentence: 7949,we,PRON,O,O
,will,VERB,O,O
,look,VERB,O,O
,at,ADP,O,O
,them,PRON,O,O
,by,ADP,O,O
,the,DET,O,O
,day,NOUN,B-day,O
,,PUNCT,O,O
,is,AUX,O,O
,there,PRON,O,O
,any,DET,O,O
,chart,NOUN,O,O
,showing,VERB,O,O
,criminal,X,B-crime,O
,abortion,X,I-crime,O
,and,CCONJ,O,O
,taking,VERB,O,O
,the,DET,O,O
,time,NOUN,B-time,O
,off,ADP,O,O
,the,DET,O,O
,day,NOUN,O,O
,?,PUNCT,O,O
Sentence: 7950,is,AUX,O,O
,there,PRON,O,O
,a,DET,O,O
,way,NOUN,O,O
,we,PRON,O,O
,can,VERB,O,O
,see,VERB,O,O
,through,ADP,O,O
,one,NUM,O,O
,time,NOUN,B-time,O
,ten,NUM,O,O
,hoodlum,NOUN,B-crime,O
,in,ADP,O,O
,the,DET,O,O
,first,ADJ,O,O
,ten,NUM,O,O
,offense,NOUN,B-crime,O
,?,PUNCT,O,O
Sentence: 7951,it,PRON,O,O
,is,AUX,O,O
,just,ADV,O,O
,concealed,NOUN,B-crime,O
,carry,NOUN,I-crime,O
,license,NOUN,I-crime,O
,violation,NOUN,I-crime,O
,.,PUNCT,O,O
